Localtime,Receivetime,Week,Seconds,DataCount,PitchRate,RollRate,YawRate,LateralAcc,LongitudinalAcc,VerticalAcc,CrcCheck
2024-02-03_02:04:20,1706925860381338,2299,525878380,2,-7.2980309778e-06,-0.000209865982967,0.00044323891846,-0.001734187813422,0.0023773255360966,0.000505829930974,2678762606
2024-02-03_02:04:20,1706925860391439,2299,525878390,1,-3.16257377221e-05,-6.11187628889e-05,0.0002156924753192,-0.0008427819393603,0.00181116520733,-0.000266344857274,2687518370
2024-02-03_02:04:20,1706925860402298,2299,525878400,1,-3.24304792413e-05,-5.60773622788e-05,0.0002235725036195,-0.0013973044584382,0.0003078005442167,-0.0007052629963645,586283400
2024-02-03_02:04:20,1706925860411616,2299,525878410,1,-3.4597121612e-05,-6.69734315544e-05,0.0002362786061445,-0.0014342532433217,0.0006687633016588,-3.34468994471e-05,2059534302
2024-02-03_02:04:20,1706925860421428,2299,525878420,2,-7.22949455154e-05,-0.0001395380159005,0.0004811680537399,-0.0012591721356952,0.0017929123424845,0.0012581153024276,2804588674
2024-02-03_02:04:20,1706925860431438,2299,525878430,1,-6.39734183672e-05,-5.02549543125e-05,0.0002413476497938,0.0002771179446412,0.0005974285751887,1.59437444112e-05,2542352517
2024-02-03_02:04:20,1706925860441436,2299,525878440,1,-4.81407982461e-05,-2.38429109145e-05,0.000243454061425,-0.0001643207689717,0.0007365215454884,-0.0002427191509494,3108450468
2024-02-03_02:04:20,1706925860450781,2299,525878450,1,-4.72012803616e-05,7.3789746835e-06,0.0002436365309487,-0.000242838918612,0.0010143370191362,-0.0003506288069141,485238651
2024-02-03_02:04:20,1706925860460757,2299,525878460,2,-0.0001308632853254,5.3487596397e-06,0.000505693375503,-0.0020362384325706,0.0019880898297659,-0.0012096219593441,921825522
2024-02-03_02:04:20,1706925860470561,2299,525878470,1,-7.38237171839e-05,-1.65629481716e-05,0.0002704791151845,3.70706972633e-05,0.000472168561801,-0.0003765383636011,1168781496
2024-02-03_02:04:20,1706925860480610,2299,525878480,1,-6.90850620851e-05,-6.4261657706e-06,0.0002742824214651,0.001004379790008,0.0003398047915441,-0.0013090756679677,2801720611
2024-02-03_02:04:20,1706925860490690,2299,525878490,1,-5.60426126465e-05,1.28674239173e-05,0.0002665003406357,-0.0001248006241944,-1.84456294059e-05,-0.0008958010533781,225234516
2024-02-03_02:04:20,1706925860503212,2299,525878500,2,-0.0001055881548183,1.64752261817e-05,0.0005271267767244,-0.0027366181491305,0.0015879328242915,0.0001405067793789,4073992148
2024-02-03_02:04:20,1706925860510678,2299,525878510,1,-8.42292362275e-05,-2.7173005521e-05,0.0002729318392306,-0.0016743206463318,0.000133720401828,-2.62970510165e-05,178563991
2024-02-03_02:04:20,1706925860521304,2299,525878520,1,-6.8339311543e-05,-4.53926202334e-05,0.0002776607165083,-0.0016897468830933,-0.0001225078013238,-4.61970374992e-05,3074048135
2024-02-03_02:04:20,1706925860531515,2299,525878530,1,-6.67928167805e-05,-6.00615677622e-05,0.0002795725823425,-0.0014895509965804,-0.000441332124462,0.0001640560137373,3611588318
2024-02-03_02:04:20,1706925860541255,2299,525878540,2,-0.0001136705367595,-9.9482232336e-05,0.0005515986234386,-0.0030672540987994,0.001246510684671,0.0033367278784401,3559031385
2024-02-03_02:04:20,1706925860551434,2299,525878550,1,-8.39458428419e-05,-5.19248219796e-05,0.0002734392090513,-0.0017271507257399,0.0003218209479842,0.0014154175760363,3630682981
2024-02-03_02:04:20,1706925860561400,2299,525878560,1,-6.7478686414e-05,-7.13119490942e-05,0.0002830866683903,-0.0023863816030946,0.0005128586709936,0.0016783050783556,2193647680
2024-02-03_02:04:20,1706925860571564,2299,525878570,1,-8.19127686839e-05,-7.76626017934e-05,0.0002876726926455,-0.003540977898154,-0.0005352314808948,0.000829936523758,1587277436
2024-02-03_02:04:20,1706925860580813,2299,525878580,2,-0.0001361687055721,-0.0001765268164437,0.0005774673139677,-0.0042240077359538,0.0003881908147298,0.0022055672200305,3090453470
2024-02-03_02:04:20,1706925860591295,2299,525878590,1,-8.16638079654e-05,-6.8587562616e-05,0.0002815533098341,-0.0033188628549538,0.0002755408265199,0.0006443356376894,3064006956
2024-02-03_02:04:20,1706925860602150,2299,525878600,1,-8.06627201428e-05,-8.75864522577e-05,0.0002939739412193,-0.0031957922622409,-1.58627202659e-05,-0.000214958967815,2477780090
2024-02-03_02:04:20,1706925860610543,2299,525878610,1,-5.25543616219e-05,-7.62719935896e-05,0.0002849421610759,-0.0026719852011526,0.0002010034828426,0.0003536870693603,1546478637
2024-02-03_02:04:20,1706925860620720,2299,525878620,2,-9.33347890958e-05,-0.0001353366867626,0.0005576395419815,-0.0070925629890768,-2.65241060618e-05,0.0002164630607468,3740571130
2024-02-03_02:04:20,1706925860630513,2299,525878630,1,-5.62989433089e-05,-7.27451625182e-05,0.0002819767839575,-0.0026998910175409,0.0002652014219972,-0.0006368233309488,3237833552
2024-02-03_02:04:20,1706925860641302,2299,525878640,1,-4.72625887807e-05,-6.26245078154e-05,0.0002692899292853,-0.0036329196119125,0.00034835244578,-0.0005664257261948,2848180210
2024-02-03_02:04:20,1706925860650695,2299,525878650,1,-5.12334194632e-05,-8.51132948783e-05,0.0002698940981547,-0.0041024957332796,5.35909129143e-05,-0.0009950512923526,898592695
2024-02-03_02:04:20,1706925860661276,2299,525878660,2,-9.03315741933e-05,-0.0002238235281595,0.0005449652117896,-0.007409068006452,-0.0002074597932475,-0.0004056581121869,3423630828
2024-02-03_02:04:20,1706925860671264,2299,525878670,1,-5.15629456505e-05,-0.0001394003355514,0.0002809513288205,-0.0031826027935928,4.16020082868e-05,0.0010859479109816,2454001914
2024-02-03_02:04:20,1706925860681295,2299,525878680,1,-6.34471597927e-05,-0.0001140533267459,0.0002752797048429,-0.0018504428308645,-0.0003226879609184,0.0007455623835513,2969895481
2024-02-03_02:04:20,1706925860691342,2299,525878690,1,-3.46598455617e-05,-7.59717114152e-05,0.0002665650932054,-0.0023897054388926,-0.0008334541396145,-0.0001900858048151,60542930
2024-02-03_02:04:20,1706925860702147,2299,525878700,2,-8.60609489081e-05,-0.0001560362158111,0.0005340407190409,-0.0072981201322709,0.0006364092321201,0.0037646527512218,641904273
2024-02-03_02:04:20,1706925860711248,2299,525878710,1,-9.85987700985e-05,-9.04789135756e-05,0.0002717507700477,-0.0041573317305191,0.0003354290085964,0.0008871727723277,4206401785
2024-02-03_02:04:20,1706925860721296,2299,525878720,1,-0.0001372749344278,-0.0001125737476337,0.0002817743070338,-0.0028871758507124,-0.0003807806836467,-0.000823815218681,4247433952
2024-02-03_02:04:20,1706925860731453,2299,525878730,1,-0.0001381878637062,-8.27561244938e-05,0.0002756051418458,-0.0009725475237967,-0.0002737351066922,-0.0020404111754255,3544246795
2024-02-03_02:04:20,1706925860741248,2299,525878740,2,-0.0001558847236319,-5.02539545555e-05,0.0005350025738619,-0.0034069978497104,-0.0010387101718422,-0.0056397041209317,2804104110
2024-02-03_02:04:20,1706925860751415,2299,525878750,1,-4.09699473204e-05,8.8309568725e-06,0.0002738463269725,-0.0020575135478581,0.0004171335628928,-0.001360479896676,3693752943
2024-02-03_02:04:20,1706925860761417,2299,525878760,1,-4.16284438823e-05,2.76600378059e-05,0.0002843092020448,-0.002560050152285,-0.0008663909364869,-0.0029617961468806,2215804205
2024-02-03_02:04:20,1706925860771081,2299,525878770,1,-3.04202754269e-05,1.52788151733e-05,0.0003032528831659,-0.0021293024332393,-0.0004790898831923,-0.0026486425487183,3122834108
2024-02-03_02:04:20,1706925860780719,2299,525878780,2,-1.76658147051e-05,0.0001114639842308,0.0006015167306166,-0.0019618545158047,0.0008127013369441,-0.0024094407421645,277880768
2024-02-03_02:04:20,1706925860790718,2299,525878790,1,-4.17786569429e-05,8.56614894569e-05,0.0003023393804293,-0.000924165602343,0.0002109607245882,-0.0015028306737187,4036850261
2024-02-03_02:04:20,1706925860802192,2299,525878800,1,-6.48122934449e-05,8.72746374891e-05,0.0003065531344125,-0.0010386498818268,9.58395011808e-05,6.63940506847e-05,3374125005
2024-02-03_02:04:20,1706925860811545,2299,525878810,1,-5.81193730707e-05,9.86120055826e-05,0.0003062999536632,-0.0011543721660394,-0.0003762221655576,-0.0002445639058472,1550441737
2024-02-03_02:04:20,1706925860820786,2299,525878820,1,-6.73264206914e-05,8.88031401301e-05,0.0003102189492994,-0.0016827195797773,0.0002632259081116,-0.0005419909514445,2556997238
2024-02-03_02:04:20,1706925860831290,2299,525878830,2,-0.0001643019904699,4.73045840752e-05,0.0006755218095345,-0.0021922593820003,-0.0001182254547523,-0.0032810772773353,1263029213
2024-02-03_02:04:20,1706925860841304,2299,525878840,1,-5.00082793324e-05,1.6110346402e-06,0.0003445264924243,0.0002171605948032,-0.0001713334615613,-0.0009292894551866,1550282866
2024-02-03_02:04:20,1706925860851399,2299,525878850,1,-1.72378430472e-05,7.9292380128e-06,0.0003365358384404,-0.0010190354398509,-0.0002010684945122,-0.0006305625709959,3602003804
2024-02-03_02:04:20,1706925860861437,2299,525878860,2,-4.3506331635e-05,-6.36883957974e-05,0.000714619302394,-0.003674096369512,-0.0011929072097798,-0.0036553248384425,1485479814
2024-02-03_02:04:20,1706925860871360,2299,525878870,1,-1.29461690834e-05,-6.4256653321e-05,0.0003655482698314,-0.0024708576926958,-2.9734774665e-05,0.0002404759919099,3400981991
2024-02-03_02:04:20,1706925860881383,2299,525878880,1,-3.57095305294e-05,-6.69097304908e-05,0.0003673699233778,-0.0021437165051757,-0.0001251313931536,-0.0001750018134924,1571712903
2024-02-03_02:04:20,1706925860891340,2299,525878890,1,-4.27974869631e-05,-6.72400050054e-05,0.0003726607897388,-0.0024426175499356,-0.0004017164966464,-0.000823772497823,3446868834
2024-02-03_02:04:20,1706925860902114,2299,525878900,2,-5.18813142766e-05,-8.85656064039e-05,0.0007367711980058,-0.0069134237447467,0.0004917329345696,-0.002196463922628,666375456
2024-02-03_02:04:20,1706925860911290,2299,525878910,1,4.2818502211e-06,-3.98631183863e-05,0.0003727532939873,-0.0038209655403102,-0.0014850341725262,-0.0015988795438833,3894896094
2024-02-03_02:04:20,1706925860920563,2299,525878920,1,1.51851620033e-05,-3.03487572797e-05,0.0003704073656577,-0.0037454629963862,-0.0005885884499553,-0.0002442425162455,1343654820
2024-02-03_02:04:20,1706925860930598,2299,525878930,1,9.6410220818e-06,-7.9991881053e-06,0.00036382351871,-0.0039471430206632,0.0003109874616307,0.000461142389434,1402269636
2024-02-03_02:04:20,1706925860940682,2299,525878940,2,-2.65218440854e-05,5.10002062312e-05,0.0007155838060995,-0.0078924429215861,-0.0012803928931955,-0.0018155317609984,345182911
2024-02-03_02:04:20,1706925860950919,2299,525878950,1,3.86262363738e-05,6.24010202963e-05,0.0003412112935898,-0.0035508692814571,-0.0009190010809406,-0.0003710244947746,1274408271
2024-02-03_02:04:20,1706925860960583,2299,525878960,1,4.85680950541e-05,7.04694474806e-05,0.0003382544669807,-0.0042488595837523,-0.0008087958203677,-0.0003276929290861,4062047910
2024-02-03_02:04:20,1706925860970699,2299,525878970,1,3.86561140064e-05,5.70200447361e-05,0.0003460166891782,-0.0040842119014178,0.0007326151777552,0.0004586433216591,1908402402
2024-02-03_02:04:20,1706925860981302,2299,525878980,2,3.16795649833e-05,9.90136451903e-05,0.0006878611318784,-0.0064784098080421,-0.0020052874662941,-0.000932919929755,191474079
2024-02-03_02:04:20,1706925860991345,2299,525878990,1,7.86720141748e-05,4.30016976686e-05,0.0003409454627286,-0.0026530297014687,-0.0003171079918538,0.0001847315552109,3467572189
2024-02-03_02:04:21,1706925861003904,2299,525879000,1,8.92326086558e-05,6.54540053897e-05,0.0003320545488329,-0.0029117860434943,-0.0009030171113641,-0.0005131646249426,3224313369
2024-02-03_02:04:21,1706925861012045,2299,525879010,1,0.0001139945107043,6.0590396715e-05,0.0003318340575699,-0.0035371435041089,-6.22912698662e-05,-0.0002619895261223,2606017056
2024-02-03_02:04:21,1706925861021395,2299,525879020,2,0.0002077002200339,4.34704357473e-05,0.0006848325747539,-0.0067576517481607,-0.0007827799484618,0.0001635075183197,1618066158
2024-02-03_02:04:21,1706925861031391,2299,525879030,1,0.0001229343878719,1.90097598641e-05,0.0003402906266943,-0.00255915888265,-0.0001117889296684,0.0005300244095247,1445633943
2024-02-03_02:04:21,1706925861041361,2299,525879040,1,9.09345632001e-05,3.9894647819e-05,0.0003414724775213,-0.0015893611490684,-0.0004520420652827,2.27575114931e-05,3411377373
2024-02-03_02:04:21,1706925861051502,2299,525879050,1,0.0001139833053708,5.94809233749e-05,0.0003432708403832,-0.0018408197531266,-0.0002019623141929,0.0003890807309563,2358677581
2024-02-03_02:04:21,1706925861061306,2299,525879060,2,0.0002748315013148,9.87631183173e-05,0.0007094251483442,-0.0067831854729341,-0.0012633571461463,0.0001281448665269,3450593390
2024-02-03_02:04:21,1706925861070620,2299,525879070,1,0.0001367479986895,2.87999180705e-05,0.0003725267743435,-0.0017525921832071,-0.0003806023565343,0.000563352211255,2940877701
2024-02-03_02:04:21,1706925861080628,2299,525879080,1,0.0001116048276711,6.62505079125e-05,0.0003702540896255,-0.0012893259414432,-0.0001476181604386,0.0007371966041667,2991834415
2024-02-03_02:04:21,1706925861090802,2299,525879090,1,0.0001300330262541,9.29219114733e-05,0.000371013795613,-0.0017543007326741,-0.000425470140283,0.000357771185668,2441826583
2024-02-03_02:04:21,1706925861101671,2299,525879100,2,0.0003197153557462,0.000211200288965,0.0007441484409095,-0.0045850466588852,-0.0008873759677189,0.0016472546294218,213295041
