,Localtime,gps_epoch_second,Receivetime,Week,Seconds,ImuStatus,ZAccel,YAccel,XAccel,ZGyro,YGyro,XGyro,CrcCheck
1838,2024-02-03_02:04:28,1706925868.628,1706925868637265,2299,525886628,3848601088,-341198997,-8402470,17140686,-1132366,518657,3217285,2614211908
1839,2024-02-03_02:04:28,1706925868.636,1706925868644425,2299,525886636,3848601088,-341327653,-9501056,20202703,-991469,-77033,5214731,1646760287
1840,2024-02-03_02:04:28,1706925868.644,1706925868652339,2299,525886644,3848601088,-332935073,-2433573,22535945,-1084007,522667,5540923,553551059
1841,2024-02-03_02:04:28,1706925868.652,1706925868660525,2299,525886652,3848601088,-341164125,-10860986,14821245,-1216024,1020063,7479721,4140550244
1842,2024-02-03_02:04:28,1706925868.66,1706925868669427,2299,525886660,3848601088,-337451240,-8945541,14078792,-704753,-356460,11292449,2500855317
1843,2024-02-03_02:04:28,1706925868.668,1706925868676458,2299,525886668,3848601088,-324712823,-2013853,19215986,-728286,23117,12438045,1073604192
1844,2024-02-03_02:04:28,1706925868.676,1706925868684485,2299,525886676,3848601088,-332297884,-10826138,16890032,-874472,1619505,11134212,3629240792
1845,2024-02-03_02:04:28,1706925868.684,1706925868692487,2299,525886684,3848601088,-329270876,-5949553,15198030,-359132,1153080,12303942,1291439791
1846,2024-02-03_02:04:28,1706925868.692,1706925868701898,2299,525886692,3848601088,-324377580,-4242799,18768810,-24011,1327450,12377746,3853985448
1847,2024-02-03_02:04:28,1706925868.7,1706925868708397,2299,525886700,3848601088,-332697944,-7641689,18734479,-260310,2758913,11830486,332542193
1848,2024-02-03_02:04:28,1706925868.708,1706925868716660,2299,525886708,3848601088,-325044419,2490415,15663007,-472913,2743281,13592581,1780906862
1849,2024-02-03_02:04:28,1706925868.716,1706925868724431,2299,525886716,3848601088,-323312408,-3245926,12373734,-361356,1942703,11934514,3002364755
1850,2024-02-03_02:04:28,1706925868.724,1706925868732475,2299,525886724,3848601088,-331651978,-4002691,16995685,299536,930857,10808335,658295950
1851,2024-02-03_02:04:28,1706925868.732,1706925868740627,2299,525886732,3848535552,-331142630,-1054626,20116103,92429,1001130,13024253,466430856
1852,2024-02-03_02:04:28,1706925868.74,1706925868748589,2299,525886740,3848601088,-328828199,-2507623,18710860,-945356,3247336,12796205,4111476679
1853,2024-02-03_02:04:28,1706925868.748,1706925868756638,2299,525886748,3848601088,-332879407,-1314556,18182833,-879588,3924484,12837032,2592828411
1854,2024-02-03_02:04:28,1706925868.756,1706925868764595,2299,525886756,3848535552,-329777462,-1154799,15441284,-534937,3738397,11992278,54245717
1855,2024-02-03_02:04:28,1706925868.764,1706925868772827,2299,525886764,3848535552,-323803838,-2741378,16485784,-610406,4409557,10930707,398881214
1856,2024-02-03_02:04:28,1706925868.772,1706925868780530,2299,525886772,3848535552,-324199446,-1827847,17204092,-838183,4555241,11694052,1491930189
1857,2024-02-03_02:04:28,1706925868.78,1706925868788390,2299,525886780,3848601088,-327168367,2127738,17927634,-42890,4226636,8961674,1595605480
1858,2024-02-03_02:04:28,1706925868.788,1706925868796658,2299,525886788,3848601088,-335215539,705403,18912092,-127795,5496386,5768583,2884540408
1859,2024-02-03_02:04:28,1706925868.796,1706925868804469,2299,525886796,3848601088,-334775814,-2387069,18228559,-929516,6266746,7511182,3733116248
1860,2024-02-03_02:04:28,1706925868.804,1706925868812358,2299,525886804,3848601088,-328992529,-5168830,18063822,-1221385,6504198,7786576,3137392896
1861,2024-02-03_02:04:28,1706925868.812,1706925868820345,2299,525886812,3848601088,-324758318,2949324,16353475,-1345767,6219500,6827977,3505557173
1862,2024-02-03_02:04:28,1706925868.82,1706925868829304,2299,525886820,3848601088,-330687123,3239045,16037580,-662163,4856203,3508612,3798746034
1863,2024-02-03_02:04:28,1706925868.828,1706925868836367,2299,525886828,3848535552,-336540299,-4768199,19901638,-624321,4834001,2109846,99270786
1864,2024-02-03_02:04:28,1706925868.836,1706925868844425,2299,525886836,3848601088,-331580241,-3329402,18659836,-1351743,6041731,5528001,3348463849
1865,2024-02-03_02:04:28,1706925868.844,1706925868852442,2299,525886844,3848601088,-330741306,-3066459,16741432,-1355338,6419930,5566766,3921901139
1866,2024-02-03_02:04:28,1706925868.852,1706925868861498,2299,525886852,3848601088,-329577055,1128110,17337152,-1043438,6222454,3489929,2416523538
1867,2024-02-03_02:04:28,1706925868.86,1706925868868414,2299,525886860,3848601088,-326951977,2161805,15652018,-929230,5820311,1123263,2600129582
1868,2024-02-03_02:04:28,1706925868.868,1706925868876323,2299,525886868,3848601088,-329295491,-6175249,16608688,-681970,5254131,12030,3215586256
1869,2024-02-03_02:04:28,1706925868.876,1706925868884378,2299,525886876,3848601088,-326570859,-5628277,19808084,-490434,4617135,2907200,1672796814
1870,2024-02-03_02:04:28,1706925868.884,1706925868893182,2299,525886884,3848601088,-319668830,-954936,18065402,-841420,4600509,4572512,144159310
1871,2024-02-03_02:04:28,1706925868.892,1706925868900220,2299,525886892,3848601088,-321914495,2101226,13126608,-1195554,4995976,1998046,3353078660
1872,2024-02-03_02:04:28,1706925868.9,1706925868908274,2299,525886900,3848601088,-333012153,-4838298,12075289,-396234,2845612,700951,4256894194
1873,2024-02-03_02:04:28,1706925868.908,1706925868916314,2299,525886908,3848601088,-324520311,-4779701,16536828,295297,980258,3351042,343082963
1874,2024-02-03_02:04:28,1706925868.916,1706925868925300,2299,525886916,3848601088,-311397027,-1070233,17746355,-594523,2403745,4748087,1079760535
1875,2024-02-03_02:04:28,1706925868.924,1706925868932346,2299,525886924,3848601088,-313610815,-1138734,15241278,-1098981,3618171,3412221,1039880226
1876,2024-02-03_02:04:28,1706925868.932,1706925868940250,2299,525886932,3848601088,-314971768,-226713,12105008,-1172828,3705864,929706,3340991354
1877,2024-02-03_02:04:28,1706925868.94,1706925868948439,2299,525886940,3848601088,-314035608,-4697724,8276815,-909153,2691915,1368559,3350882631
1878,2024-02-03_02:04:28,1706925868.948,1706925868956384,2299,525886948,3848601088,-308517596,-2231332,10775329,-156192,449063,2971341,4031638725
1879,2024-02-03_02:04:28,1706925868.956,1706925868964430,2299,525886956,3848601088,-301983952,887096,17540188,-37287,-80366,2328007,4147892319
1880,2024-02-03_02:04:28,1706925868.964,1706925868972437,2299,525886964,3848601088,-305448966,1538583,18569412,-441448,1603608,-729517,2069517875
1881,2024-02-03_02:04:28,1706925868.972,1706925868980629,2299,525886972,3848601088,-313351830,1720070,13226254,-540534,2115987,-2694083,3102849008
1882,2024-02-03_02:04:28,1706925868.98,1706925868989269,2299,525886980,3848601088,-314708606,-2396431,13283105,-602968,1538840,-2344230,3516696031
1883,2024-02-03_02:04:28,1706925868.988,1706925868996306,2299,525886988,3848601088,-310976913,-542016,13564281,-1086590,1413382,-194624,2332684494
1884,2024-02-03_02:04:29,1706925868.996,1706925869005129,2299,525886996,3848601088,-306591053,5539123,10655415,-1297334,780130,-1211777,1364821565
1885,2024-02-03_02:04:29,1706925869.004,1706925869012566,2299,525887004,3848601088,-309541073,-69883,11589310,-942416,-231126,-4022026,4077016865
1886,2024-02-03_02:04:29,1706925869.012,1706925869021393,2299,525887012,3848601088,-313672120,306175,14568445,-387097,-823829,-4205265,22966252
1887,2024-02-03_02:04:29,1706925869.02,1706925869028534,2299,525887020,3848601088,-316013297,502758,14707046,-418083,-862847,-4041149,2105493249
1888,2024-02-03_02:04:29,1706925869.028,1706925869036394,2299,525887028,3848601088,-319399157,-1431438,16500999,-693337,3377,-4809838,1177930552
1889,2024-02-03_02:04:29,1706925869.036,1706925869044646,2299,525887036,3848601088,-321482617,4858758,17841265,-875309,617613,-5057780,4041877625
1890,2024-02-03_02:04:29,1706925869.044,1706925869052370,2299,525887044,3848601088,-325104913,1140833,12855613,-542543,-22676,-6974447,3767477622
1891,2024-02-03_02:04:29,1706925869.052,1706925869060212,2299,525887052,3848601088,-328243533,784745,11550406,-504647,-6868,-9863837,85154639
1892,2024-02-03_02:04:29,1706925869.06,1706925869068321,2299,525887060,3848601088,-334642936,-381164,14362578,-492618,-746400,-6788174,588211117
1893,2024-02-03_02:04:29,1706925869.068,1706925869076311,2299,525887068,3848601088,-335372828,662713,16600183,-963460,-221309,-7042965,2329656563
1894,2024-02-03_02:04:29,1706925869.076,1706925869085260,2299,525887076,3848601088,-336620593,2073153,18002969,-1075218,1059987,-7134570,2944815286
1895,2024-02-03_02:04:29,1706925869.084,1706925869092316,2299,525887084,3848601088,-342786030,-2833666,18214641,-579381,1687285,-5902767,3238191569
1896,2024-02-03_02:04:29,1706925869.092,1706925869100216,2299,525887092,3848601088,-337081827,806285,18442245,-847720,2448181,-3442830,3810359925
1897,2024-02-03_02:04:29,1706925869.1,1706925869108307,2299,525887100,3848601088,-333095794,7594508,12866199,-1789420,3667912,-2551623,244879474
1898,2024-02-03_02:04:29,1706925869.108,1706925869116358,2299,525887108,3848601088,-351663218,3569559,10191124,-1369645,3027472,-6254009,1422855214
1899,2024-02-03_02:04:29,1706925869.116,1706925869124277,2299,525887116,3848601088,-355437078,-369032,19052366,507039,116261,-5765889,152369237
1900,2024-02-03_02:04:29,1706925869.124,1706925869132264,2299,525887124,3848601088,-339683359,972654,23220741,191877,1197197,-3724399,1341437263
1901,2024-02-03_02:04:29,1706925869.132,1706925869140485,2299,525887132,3848601088,-338298120,2909049,20022841,-1030103,4390177,-2146053,2665009043
1902,2024-02-03_02:04:29,1706925869.14,1706925869149335,2299,525887140,3848601088,-346708336,2813101,17909046,-1155409,5716861,-2617420,3066652029
1903,2024-02-03_02:04:29,1706925869.148,1706925869156339,2299,525887148,3848601088,-351554241,2441295,16611257,-293156,4917647,-3651230,1074468024
1904,2024-02-03_02:04:29,1706925869.156,1706925869164231,2299,525887156,3848601088,-348396639,-524530,13594794,14144,3848673,-1804246,3759206731
1905,2024-02-03_02:04:29,1706925869.164,1706925869172448,2299,525887164,3848601088,-335537543,718586,11802094,-272584,3531165,1238664,1113194190
1906,2024-02-03_02:04:29,1706925869.172,1706925869180632,2299,525887172,3848601088,-329345728,7292185,17461240,104905,3753918,-4358,1330084878
1907,2024-02-03_02:04:29,1706925869.18,1706925869188628,2299,525887180,3848601088,-341501583,-166445,21243355,494834,4462860,-3711050,945493558
1908,2024-02-03_02:04:29,1706925869.188,1706925869196369,2299,525887188,3848601088,-340133846,-3032302,18759072,-186054,6934035,-2845107,1362516203
1909,2024-02-03_02:04:29,1706925869.196,1706925869204567,2299,525887196,3848601088,-325902592,1160130,15539500,-648321,8379345,1032144,2443615552
1910,2024-02-03_02:04:29,1706925869.204,1706925869212366,2299,525887204,3848601088,-320728011,2811817,14277846,-282871,7373215,-294025,3474842147
1911,2024-02-03_02:04:29,1706925869.212,1706925869220483,2299,525887212,3848601088,-322346580,1995867,13994731,26829,6301019,-2041428,4060926985
1912,2024-02-03_02:04:29,1706925869.22,1706925869228245,2299,525887220,3848601088,-326656471,4043200,16263845,144784,5549175,-2914093,3843933673
1913,2024-02-03_02:04:29,1706925869.228,1706925869236333,2299,525887228,3848535552,-333213910,-1073133,18915616,429723,4691317,-4626991,992523564
1914,2024-02-03_02:04:29,1706925869.236,1706925869245251,2299,525887236,3848535552,-328359365,-9501672,17826519,296253,4384819,102065,2403132216
1915,2024-02-03_02:04:29,1706925869.244,1706925869252482,2299,525887244,3848601088,-317265399,1428508,16387247,-692615,5988592,2634511,698289826
1916,2024-02-03_02:04:29,1706925869.252,1706925869260254,2299,525887252,3848601088,-320433045,6462337,14271602,-1123383,5824128,1279171,2406056448
1917,2024-02-03_02:04:29,1706925869.26,1706925869268322,2299,525887260,3848601088,-324875583,444805,13439754,-938676,3822710,-1390859,2643455761
1918,2024-02-03_02:04:29,1706925869.268,1706925869276480,2299,525887268,3848601088,-323619649,-2537198,13820498,-528428,1573537,-390353,685946163
1919,2024-02-03_02:04:29,1706925869.276,1706925869284495,2299,525887276,3848601088,-323504593,-3155737,13750140,-125372,-106820,4489514,2420327637
1920,2024-02-03_02:04:29,1706925869.284,1706925869292489,2299,525887284,3848601088,-316520403,8383164,17288095,-139222,597228,3735748,4181958832
1921,2024-02-03_02:04:29,1706925869.292,1706925869300978,2299,525887292,3848601088,-321067973,4269668,15592651,-730273,2584427,1055260,3283448222
1922,2024-02-03_02:04:29,1706925869.3,1706925869308370,2299,525887300,3848601088,-331598751,-4596198,12640940,-925449,3541484,441040,164492883
1923,2024-02-03_02:04:29,1706925869.308,1706925869316518,2299,525887308,3848601088,-326771549,1356705,13777245,-1016934,3509900,1405898,2346922116
1924,2024-02-03_02:04:29,1706925869.316,1706925869324222,2299,525887316,3848535552,-328502626,1539581,12512364,-1308700,3233324,3407762,3649140199
1925,2024-02-03_02:04:29,1706925869.324,1706925869332313,2299,525887324,3848601088,-332674961,1126897,12196289,-1056216,2192763,4331622,94382530
1926,2024-02-03_02:04:29,1706925869.332,1706925869341426,2299,525887332,3848601088,-328810067,-466499,10391851,-1318058,1920283,4323815,2698064070
1927,2024-02-03_02:04:29,1706925869.34,1706925869348288,2299,525887340,3848601088,-328511033,-1386962,13396620,-1541434,1898445,5981083,3951655574
1928,2024-02-03_02:04:29,1706925869.348,1706925869356525,2299,525887348,3848601088,-328624152,1985762,17433963,-1525294,2240966,7856685,2903207106
1929,2024-02-03_02:04:29,1706925869.356,1706925869364490,2299,525887356,3848601088,-328499761,3423709,11566802,-2020517,3141881,9190488,2161761020
1930,2024-02-03_02:04:29,1706925869.364,1706925869372461,2299,525887364,3848601088,-329515791,4550455,8991380,-2246169,3068138,8580181,2487597232
1931,2024-02-03_02:04:29,1706925869.372,1706925869380473,2299,525887372,3848601088,-327500928,3807888,12980531,-1583901,1505720,8143057,779286394
1932,2024-02-03_02:04:29,1706925869.38,1706925869388321,2299,525887380,3848601088,-326552254,85179,13818830,-1086150,-113298,8006133,456276590
1933,2024-02-03_02:04:29,1706925869.388,1706925869396241,2299,525887388,3848601088,-324303014,1231297,15570053,-1412485,-538800,8200390,3877343194
1934,2024-02-03_02:04:29,1706925869.396,1706925869404505,2299,525887396,3848601088,-322219045,2713829,15233539,-1320497,-510566,8155089,2361311079
1935,2024-02-03_02:04:29,1706925869.404,1706925869412461,2299,525887404,3848601088,-325197416,3826241,15851068,-1295446,-77275,7206891,2208563812
1936,2024-02-03_02:04:29,1706925869.412,1706925869420277,2299,525887412,3848601088,-330416928,918447,14722157,-1156244,11659,7587540,1758306444
1937,2024-02-03_02:04:29,1706925869.42,1706925869428352,2299,525887420,3848601088,-327957995,-94650,12120790,-1282775,109269,8679151,1734170494
1938,2024-02-03_02:04:29,1706925869.428,1706925869436458,2299,525887428,3848601088,-325576806,4345684,11992561,-1019962,-474284,9366855,2674778142
1939,2024-02-03_02:04:29,1706925869.436,1706925869444243,2299,525887436,3848601088,-332384227,5591790,16185410,-508217,-610597,7650752,2846807869
1940,2024-02-03_02:04:29,1706925869.444,1706925869452349,2299,525887444,3848601088,-337715467,-89675,17808146,-840396,1280352,6306134,3661701475
1941,2024-02-03_02:04:29,1706925869.452,1706925869460458,2299,525887452,3848601088,-336240034,14450,14068103,-1119250,3137900,7562014,3098094841
1942,2024-02-03_02:04:29,1706925869.46,1706925869468343,2299,525887460,3848601088,-337279297,3024136,13714741,-655296,2782182,9003512,1304524891
1943,2024-02-03_02:04:29,1706925869.468,1706925869476604,2299,525887468,3848601088,-333637777,5509454,15030046,-390201,2890751,9483172,3602684743
1944,2024-02-03_02:04:29,1706925869.476,1706925869484248,2299,525887476,3848601088,-333273966,5375349,16336088,-667381,3946233,8702476,1445863073
1945,2024-02-03_02:04:29,1706925869.484,1706925869492411,2299,525887484,3848601088,-340072443,753041,16486272,-544009,3714726,8782148,3621237020
1946,2024-02-03_02:04:29,1706925869.492,1706925869500362,2299,525887492,3848601088,-339071927,-744499,20299794,-449008,3306150,10728076,1881762025
1947,2024-02-03_02:04:29,1706925869.5,1706925869508671,2299,525887500,3848601088,-332165655,-345987,17900884,-702732,3581304,11884744,3579392597
1948,2024-02-03_02:04:29,1706925869.508,1706925869516289,2299,525887508,3848601088,-322739317,7607404,15369215,-1043525,3602625,11954378,2389847410
1949,2024-02-03_02:04:29,1706925869.516,1706925869524408,2299,525887516,3848601088,-326736133,6477238,14095754,-446551,2781859,8095858,1945745506
1950,2024-02-03_02:04:29,1706925869.524,1706925869532307,2299,525887524,3848601088,-332636607,1407966,14704906,277311,1362835,7939737,3975617403
1951,2024-02-03_02:04:29,1706925869.532,1706925869540372,2299,525887532,3848601088,-327519640,2065359,19326215,349546,900621,10005561,2721034550
1952,2024-02-03_02:04:29,1706925869.54,1706925869548231,2299,525887540,3848601088,-320143059,5011251,22015921,274500,2071292,9629781,1774227618
1953,2024-02-03_02:04:29,1706925869.548,1706925869556437,2299,525887548,3848535552,-318803617,2749320,21335982,181609,3044366,8945087,3517049403
1954,2024-02-03_02:04:29,1706925869.556,1706925869564604,2299,525887556,3848601088,-317443485,-377085,16147430,-443834,4121909,7043532,2399003401
1955,2024-02-03_02:04:29,1706925869.564,1706925869572334,2299,525887564,3848601088,-313180638,5570617,12431648,-851598,3777265,6508361,1722431170
