,Localtime,gps_epoch_second,Receivetime,gps_epoch_second,time_window,Receivetime,diff,Week,Seconds,InsStatus,PosType,Lalitude,Longitude,Height,Undulation,NorthVel,EastVel,UpVel,Roll,Pitch,Azimuth,Latstdev,LongStdev,HeightStdev,NorthVelStdev,EastVelStdev,up_vel_stdev,RollVelStdev,PitchVelStdev,AzimuthVelStdev,ExtSolStat,TimeSinceUpdate,CrcCheck
108,2024-02-03_02:04:25,1706925865 ,1706925865101250 ,1706925865100 ,100 ,1706925865101 ,1 ,2299,525883100,3,56,22.84271635,113.5089226,4.662929456,-5.5,-4.156047805,-7.42616422,0.139823692,1.773777179,0.659341565,242.0304297,0.036414139,0.036602691,0.033741087,0.01862135,0.018802514,0.012677616,0.029922301,0.029822053,0.08596994,0,0,543452369
109,2024-02-03_02:04:25,1706925865 ,1706925865201840 ,1706925865200 ,100 ,1706925865202 ,2 ,2299,525883200,3,56,22.84271258,113.5089153,4.675687133,-5.5,-4.196388931,-7.44730449,0.10311923,1.684627855,0.692846703,241.9928305,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,2413630429
110,2024-02-03_02:04:25,1706925865 ,1706925865302220 ,1706925865300 ,100 ,1706925865302 ,2 ,2299,525883300,3,56,22.84270878,113.5089081,4.687348955,-5.5,-4.211460038,-7.471273635,0.128765181,1.613131408,0.755714717,241.9848576,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,2895338858
111,2024-02-03_02:04:25,1706925865 ,1706925865401830 ,1706925865400 ,100 ,1706925865402 ,2 ,2299,525883400,3,56,22.84270496,113.5089008,4.701879409,-5.5,-4.224291185,-7.500716859,0.16001545,1.619399827,0.715058877,241.9586853,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,4217265323
112,2024-02-03_02:04:25,1706925866 ,1706925865502170 ,1706925865500 ,100 ,1706925865502 ,2 ,2299,525883500,3,56,22.84270114,113.5088934,4.717903974,-5.5,-4.235271786,-7.52311616,0.152181514,1.522730899,0.580554992,241.9217883,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,1575265431
113,2024-02-03_02:04:25,1706925866 ,1706925865601740 ,1706925865600 ,100 ,1706925865602 ,2 ,2299,525883600,3,56,22.8426973,113.5088861,4.731798405,-5.5,-4.259510062,-7.526084609,0.137966064,1.41243923,0.523031738,241.8989106,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,2391897759
114,2024-02-03_02:04:25,1706925866 ,1706925865701730 ,1706925865700 ,100 ,1706925865702 ,2 ,2299,525883700,3,56,22.84269345,113.5088788,4.746018053,-5.5,-4.262737416,-7.550930003,0.134696878,1.396450361,0.494655444,241.8675553,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,1499729847
115,2024-02-03_02:04:25,1706925866 ,1706925865801740 ,1706925865800 ,100 ,1706925865802 ,2 ,2299,525883800,3,56,22.84268959,113.5088714,4.757186867,-5.5,-4.274298132,-7.553994899,0.098626934,1.331434592,0.532232053,241.8241643,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,1222368645
116,2024-02-03_02:04:25,1706925866 ,1706925865901220 ,1706925865900 ,100 ,1706925865901 ,1 ,2299,525883900,3,56,22.84268573,113.508864,4.767123122,-5.5,-4.283564994,-7.557567807,0.102023209,1.317981874,0.673745764,241.7963297,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,495858487
117,2024-02-03_02:04:25,1706925866 ,1706925866002280 ,1706925866000 ,100 ,1706925866002 ,2 ,2299,525884000,3,56,22.84268186,113.5088567,4.779336154,-5.5,-4.277776662,-7.563076986,0.129802552,1.472032962,0.856376851,241.7858534,0.036414139,0.036602695,0.033741087,0.01862135,0.018802514,0.012677615,0.029922301,0.029822053,0.08596994,0,0,1484004795
118,2024-02-03_02:04:26,1706925866 ,1706925866101740 ,1706925866100 ,100 ,1706925866102 ,2 ,2299,525884100,3,56,22.84267799,113.5088493,4.792191635,-5.5,-4.281692255,-7.560854736,0.144233707,1.466549855,1.197651128,241.7718698,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,3718564589
119,2024-02-03_02:04:26,1706925866 ,1706925866201060 ,1706925866200 ,100 ,1706925866201 ,1 ,2299,525884200,3,56,22.84267412,113.5088419,4.809201815,-5.5,-4.290291669,-7.551749303,0.193225997,1.520611152,1.495874038,241.7574604,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,3169952264
120,2024-02-03_02:04:26,1706925866 ,1706925866301750 ,1706925866300 ,100 ,1706925866302 ,2 ,2299,525884300,3,56,22.84267025,113.5088346,4.830374543,-5.5,-4.270224059,-7.557160416,0.241663944,1.6885856,1.663309236,241.7251443,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,746346527
121,2024-02-03_02:04:26,1706925866 ,1706925866401750 ,1706925866400 ,100 ,1706925866402 ,2 ,2299,525884400,3,56,22.8426664,113.5088272,4.857879432,-5.5,-4.275597025,-7.54156933,0.300689899,1.734338478,1.776197884,241.6923442,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,1830796605
122,2024-02-03_02:04:26,1706925867 ,1706925866502450 ,1706925866500 ,100 ,1706925866502 ,2 ,2299,525884500,3,56,22.84266253,113.5088199,4.889600929,-5.5,-4.29136943,-7.529826165,0.33533015,1.746922739,1.81577357,241.6821568,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,1655221728
123,2024-02-03_02:04:26,1706925867 ,1706925866601750 ,1706925866600 ,100 ,1706925866602 ,2 ,2299,525884600,3,56,22.84265865,113.5088125,4.920937789,-5.5,-4.277233955,-7.539244119,0.298955854,1.862612888,1.689031709,241.666644,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,2911394015
124,2024-02-03_02:04:26,1706925867 ,1706925866702140 ,1706925866700 ,100 ,1706925866702 ,2 ,2299,525884700,3,56,22.84265478,113.5088052,4.952899334,-5.5,-4.292560248,-7.533150833,0.329526693,1.721979542,1.294950071,241.6318794,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,3514012155
125,2024-02-03_02:04:26,1706925867 ,1706925866802130 ,1706925866800 ,100 ,1706925866802 ,2 ,2299,525884800,3,56,22.84265089,113.5087979,4.985287029,-5.5,-4.327052308,-7.521410331,0.304807757,1.494926985,0.716638698,241.6106534,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,2612381301
126,2024-02-03_02:04:26,1706925867 ,1706925866901760 ,1706925866900 ,100 ,1706925866902 ,2 ,2299,525884900,3,56,22.84264699,113.5087905,5.010363533,-5.5,-4.301765514,-7.538256618,0.210906624,1.457624699,0.352599072,241.6123168,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,2077810529
127,2024-02-03_02:04:27,1706925867 ,1706925867002380 ,1706925867000 ,100 ,1706925867002 ,2 ,2299,525885000,3,56,22.8426431,113.5087832,5.025388043,-5.5,-4.31378651,-7.545755775,0.092335199,1.358937116,0.356278187,241.6263569,0.036384396,0.036578499,0.034212638,0.018750947,0.018922061,0.012849961,0.030696968,0.030452337,0.086849704,0,0,276736159
128,2024-02-03_02:04:27,1706925867 ,1706925867101760 ,1706925867100 ,100 ,1706925867102 ,2 ,2299,525885100,3,56,22.84263919,113.5087758,5.032277865,-5.5,-4.333483011,-7.543037752,0.057201527,1.244742114,0.548101127,241.6973812,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,1394119530
129,2024-02-03_02:04:27,1706925867 ,1706925867201770 ,1706925867200 ,100 ,1706925867202 ,2 ,2299,525885200,3,56,22.84263529,113.5087685,5.040072735,-5.5,-4.307688298,-7.575691751,0.108058553,1.23563039,0.603803008,241.7383876,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,726181452
130,2024-02-03_02:04:27,1706925867 ,1706925867301760 ,1706925867300 ,100 ,1706925867302 ,2 ,2299,525885300,3,56,22.8426314,113.5087611,5.053801069,-5.5,-4.293753857,-7.585147778,0.15653964,1.248617493,0.500155966,241.7464248,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,2811720948
131,2024-02-03_02:04:27,1706925867 ,1706925867401770 ,1706925867400 ,100 ,1706925867402 ,2 ,2299,525885400,3,56,22.84262752,113.5087537,5.069697075,-5.5,-4.298546434,-7.593751562,0.139768775,1.272336853,0.442278961,241.7709235,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,2241380028
132,2024-02-03_02:04:27,1706925868 ,1706925867502150 ,1706925867500 ,100 ,1706925867502 ,2 ,2299,525885500,3,56,22.84262363,113.5087463,5.082545429,-5.5,-4.302239088,-7.604472194,0.110298223,1.335990761,0.476757423,241.797451,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,659310659
133,2024-02-03_02:04:27,1706925868 ,1706925867601790 ,1706925867600 ,100 ,1706925867602 ,2 ,2299,525885600,3,56,22.84261974,113.5087389,5.09344907,-5.5,-4.305808573,-7.622013167,0.09928467,1.387677712,0.506615352,241.8033478,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,25860986
134,2024-02-03_02:04:27,1706925868 ,1706925867701770 ,1706925867700 ,100 ,1706925867702 ,2 ,2299,525885700,3,56,22.84261584,113.5087315,5.105029503,-5.5,-4.318897854,-7.634714868,0.126233791,1.385910076,0.552630359,241.8145678,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,3573016179
135,2024-02-03_02:04:27,1706925868 ,1706925867801790 ,1706925867800 ,100 ,1706925867802 ,2 ,2299,525885800,3,56,22.84261193,113.508724,5.118757892,-5.5,-4.329416515,-7.65855642,0.131041701,1.404334118,0.510979859,241.8225891,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,739615718
136,2024-02-03_02:04:27,1706925868 ,1706925867901460 ,1706925867900 ,100 ,1706925867901 ,1 ,2299,525885900,3,56,22.84260801,113.5087166,5.131439501,-5.5,-4.341180123,-7.676359935,0.10953651,1.369202749,0.541030267,241.8201216,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,569763588
137,2024-02-03_02:04:27,1706925868 ,1706925868002300 ,1706925868000 ,100 ,1706925868002 ,2 ,2299,525886000,3,56,22.84260408,113.5087091,5.144811579,-5.5,-4.361084285,-7.699865856,0.144684037,1.360251527,0.566183931,241.8258801,0.036389198,0.036577102,0.034499142,0.019034483,0.019208269,0.012900036,0.032528885,0.032267291,0.08821772,0,0,2619667152
138,2024-02-03_02:04:28,1706925868 ,1706925868101300 ,1706925868100 ,100 ,1706925868101 ,1 ,2299,525886100,3,56,22.84260014,113.5087016,5.157314384,-5.5,-4.369382203,-7.725732994,0.118040192,1.384678346,0.552051318,241.8362616,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,2997977967
139,2024-02-03_02:04:28,1706925868 ,1706925868201030 ,1706925868200 ,100 ,1706925868201 ,1 ,2299,525886200,3,56,22.84259618,113.508694,5.168446857,-5.5,-4.377189994,-7.74861493,0.123522854,1.37508552,0.525550979,241.8364379,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,157906074
140,2024-02-03_02:04:28,1706925868 ,1706925868301780 ,1706925868300 ,100 ,1706925868302 ,2 ,2299,525886300,3,56,22.84259222,113.5086865,5.181241557,-5.5,-4.392715546,-7.76853238,0.137911073,1.364250342,0.530681024,241.8403542,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,2887478925
141,2024-02-03_02:04:28,1706925868 ,1706925868401950 ,1706925868400 ,100 ,1706925868402 ,2 ,2299,525886400,3,56,22.84258824,113.5086789,5.193484787,-5.5,-4.402817188,-7.793388785,0.128044049,1.345437165,0.579549395,241.8366305,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,628321333
142,2024-02-03_02:04:28,1706925869 ,1706925868502140 ,1706925868500 ,100 ,1706925868502 ,2 ,2299,525886500,3,56,22.84258426,113.5086713,5.20423737,-5.5,-4.410879607,-7.808695062,0.115964838,1.355454955,0.677379716,241.8288973,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,1198948770
143,2024-02-03_02:04:28,1706925869 ,1706925868601800 ,1706925868600 ,100 ,1706925868602 ,2 ,2299,525886600,3,56,22.84258027,113.5086637,5.216577894,-5.5,-4.425353905,-7.830748889,0.143082182,1.347728287,0.77217448,241.8196202,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,325264036
144,2024-02-03_02:04:28,1706925869 ,1706925868701530 ,1706925868700 ,100 ,1706925868702 ,2 ,2299,525886700,3,56,22.84257626,113.508656,5.231658786,-5.5,-4.436521113,-7.848363995,0.164607479,1.345518156,0.678336969,241.8094502,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,3265430868
145,2024-02-03_02:04:28,1706925869 ,1706925868801140 ,1706925868800 ,100 ,1706925868801 ,1 ,2299,525886800,3,56,22.84257225,113.5086484,5.247312774,-5.5,-4.444272963,-7.850174424,0.167552779,1.306719701,0.549578838,241.8055526,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,729293147
146,2024-02-03_02:04:28,1706925869 ,1706925868901700 ,1706925868900 ,100 ,1706925868902 ,2 ,2299,525886900,3,56,22.84256822,113.5086407,5.263397331,-5.5,-4.451468282,-7.855961513,0.164686038,1.245459768,0.505206497,241.7943282,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,3720391757
147,2024-02-03_02:04:28,1706925869 ,1706925869002310 ,1706925869000 ,100 ,1706925869002 ,2 ,2299,525887000,3,56,22.8425642,113.5086331,5.277226131,-5.5,-4.453639189,-7.865891028,0.118749567,1.232217837,0.494546705,241.7902493,0.036454361,0.036628231,0.03466237,0.019478317,0.019645063,0.012902549,0.033223435,0.033045568,0.0893187,0,0,2550768258
148,2024-02-03_02:04:29,1706925869 ,1706925869101780 ,1706925869100 ,100 ,1706925869102 ,2 ,2299,525887100,3,56,22.84256017,113.5086254,5.288645713,-5.5,-4.454550118,-7.865861957,0.117857991,1.234623289,0.567299439,241.7861882,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,304817657
149,2024-02-03_02:04:29,1706925869 ,1706925869201730 ,1706925869200 ,100 ,1706925869202 ,2 ,2299,525887200,3,56,22.84255613,113.5086177,5.303502498,-5.5,-4.457590158,-7.861757776,0.161511982,1.188603329,0.601638392,241.7858227,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,695198220
150,2024-02-03_02:04:29,1706925869 ,1706925869301360 ,1706925869300 ,100 ,1706925869301 ,1 ,2299,525887300,3,56,22.8425521,113.5086101,5.319073536,-5.5,-4.457324956,-7.8585482,0.140645714,1.147179444,0.594184943,241.7839886,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,437079375
151,2024-02-03_02:04:29,1706925869 ,1706925869401840 ,1706925869400 ,100 ,1706925869402 ,2 ,2299,525887400,3,56,22.84254806,113.5086024,5.334042702,-5.5,-4.45337168,-7.861572825,0.141822759,1.131870477,0.515441249,241.7673989,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,4184330944
152,2024-02-03_02:04:29,1706925870 ,1706925869502110 ,1706925869500 ,100 ,1706925869502 ,2 ,2299,525887500,3,56,22.84254403,113.5085948,5.349339336,-5.5,-4.45506501,-7.858354615,0.159082696,1.114962353,0.410803495,241.7590156,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,1959513057
153,2024-02-03_02:04:29,1706925870 ,1706925869601090 ,1706925869600 ,100 ,1706925869601 ,1 ,2299,525887600,3,56,22.84254,113.5085871,5.364857473,-5.5,-4.459500171,-7.853275011,0.13781098,1.103266934,0.326243121,241.7612643,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,1327264419
154,2024-02-03_02:04:29,1706925870 ,1706925869701800 ,1706925869700 ,100 ,1706925869702 ,2 ,2299,525887700,3,56,22.84253597,113.5085795,5.377398341,-5.5,-4.459410596,-7.852863339,0.106064347,1.053188911,0.350698208,241.7550425,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,2575075171
155,2024-02-03_02:04:29,1706925870 ,1706925869801800 ,1706925869800 ,100 ,1706925869802 ,2 ,2299,525887800,3,56,22.84253193,113.5085718,5.387973735,-5.5,-4.456759458,-7.860402223,0.096262192,1.083109315,0.321448545,241.7558356,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,2426483575
156,2024-02-03_02:04:29,1706925870 ,1706925869901700 ,1706925869900 ,100 ,1706925869902 ,2 ,2299,525887900,3,56,22.8425279,113.5085642,5.398525449,-5.5,-4.457899268,-7.86543419,0.107032292,1.076226654,0.233211316,241.7636179,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,1252550636
157,2024-02-03_02:04:29,1706925870 ,1706925870002280 ,1706925870000 ,100 ,1706925870002 ,2 ,2299,525888000,3,56,22.84252386,113.5085565,5.40999157,-5.5,-4.459945891,-7.863016694,0.110396946,1.049944679,0.115719861,241.7827576,0.036582213,0.036748219,0.03470296,0.019954477,0.020104095,0.012892631,0.035008181,0.03486865,0.090895578,0,0,3999249693
158,2024-02-03_02:04:30,1706925870 ,1706925870101350 ,1706925870100 ,100 ,1706925870101 ,1 ,2299,525888100,3,56,22.84251983,113.5085489,5.419722904,-5.5,-4.451269472,-7.870605897,0.093788844,1.102932215,0.057086845,241.7976837,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,507886502
159,2024-02-03_02:04:30,1706925870 ,1706925870201030 ,1706925870200 ,100 ,1706925870201 ,1 ,2299,525888200,3,56,22.8425158,113.5085412,5.426609287,-5.5,-4.449559344,-7.881137732,0.065705883,1.114441271,0.042884672,241.8312633,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,2504169928
160,2024-02-03_02:04:30,1706925870 ,1706925870301810 ,1706925870300 ,100 ,1706925870302 ,2 ,2299,525888300,3,56,22.84251177,113.5085335,5.43147314,-5.5,-4.452777231,-7.885176923,0.049906237,1.094267261,-0.029210073,241.854783,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,3821119773
161,2024-02-03_02:04:30,1706925870 ,1706925870401730 ,1706925870400 ,100 ,1706925870402 ,2 ,2299,525888400,3,56,22.84250774,113.5085258,5.436431594,-5.5,-4.462137886,-7.884557796,0.064127207,1.01638469,-0.080671491,241.8627574,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,3350667166
162,2024-02-03_02:04:30,1706925871 ,1706925870502200 ,1706925870500 ,100 ,1706925870502 ,2 ,2299,525888500,3,56,22.84250371,113.5085181,5.441873756,-5.5,-4.4428344,-7.90500415,0.058899378,0.98712585,-0.114126219,241.8772167,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,1417853107
163,2024-02-03_02:04:30,1706925871 ,1706925870601730 ,1706925870600 ,100 ,1706925870602 ,2 ,2299,525888600,3,56,22.84249968,113.5085105,5.444950481,-5.5,-4.461422846,-7.900323555,0.0354257,1.027096121,-0.061494198,241.9043781,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,1741079913
164,2024-02-03_02:04:30,1706925871 ,1706925870701670 ,1706925870700 ,100 ,1706925870702 ,2 ,2299,525888700,3,56,22.84249564,113.5085028,5.447653371,-5.5,-4.467462364,-7.902922538,0.032870762,0.989005286,0.004858596,241.9617055,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,3407189451
165,2024-02-03_02:04:30,1706925871 ,1706925870801810 ,1706925870800 ,100 ,1706925870802 ,2 ,2299,525888800,3,56,22.84249161,113.5084951,5.451761382,-5.5,-4.439924495,-7.918791307,0.056816005,0.943266791,0.011954961,241.9927372,0.036748357,0.036911592,0.034756716,0.02044869,0.020585025,0.012857964,0.036161069,0.036121853,0.092390046,0,0,1742354337
166,2024-02-03_02:04:30,1706925871 ,1706925870901680 ,1706925870900 ,100 ,1706925870902 ,2 ,2299,525888900,3,56,22.84248759,113.5084873,5.457287415,-5.5,-4.437870474,-7.920818012,0.06234126,0.988219717,0.007650057,242.0104484,0.036748357,0.036911592,0.034756713,0.020448692,0.020585025,0.012857962,0.036161069,0.036121853,0.092390046,0,0,395775209
167,2024-02-03_02:04:31,1706925871 ,1706925871002300 ,1706925871000 ,100 ,1706925871002 ,2 ,2299,525889000,3,56,22.84248357,113.5084796,5.463244746,-5.5,-4.439338472,-7.920933462,0.06145122,1.002239163,-0.037911294,242.0445633,0.036748357,0.036911592,0.034756713,0.020448692,0.020585025,0.012857962,0.036161069,0.036121853,0.092390046,0,0,429766889
168,2024-02-03_02:04:31,1706925871 ,1706925871101730 ,1706925871100 ,100 ,1706925871102 ,2 ,2299,525889100,3,56,22.84247955,113.5084719,5.468563136,-5.5,-4.43376163,-7.919276,0.057068415,1.004867562,-0.046482485,242.0833074,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,3123731685
169,2024-02-03_02:04:31,1706925871 ,1706925871201730 ,1706925871200 ,100 ,1706925871202 ,2 ,2299,525889200,3,56,22.84247554,113.5084642,5.473724311,-5.5,-4.429090116,-7.918443881,0.056990491,1.034447586,-0.036746492,242.1150372,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,4123668797
170,2024-02-03_02:04:31,1706925871 ,1706925871301300 ,1706925871300 ,100 ,1706925871301 ,1 ,2299,525889300,3,56,22.84247154,113.5084565,5.478038835,-5.5,-4.422736189,-7.917006391,0.042961854,1.022299154,-0.029050155,242.150038,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,733499968
171,2024-02-03_02:04:31,1706925871 ,1706925871401860 ,1706925871400 ,100 ,1706925871402 ,2 ,2299,525889400,3,56,22.84246754,113.5084488,5.482410023,-5.5,-4.417255558,-7.913875995,0.056259701,0.997100697,-0.031655126,242.1775801,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,929680931
172,2024-02-03_02:04:31,1706925872 ,1706925871503600 ,1706925871500 ,100 ,1706925871504 ,4 ,2299,525889500,3,56,22.84246354,113.5084411,5.48760697,-5.5,-4.404790546,-7.910723361,0.063636635,1.023511076,-0.066500015,242.2073818,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,1762566642
173,2024-02-03_02:04:31,1706925872 ,1706925871601700 ,1706925871600 ,100 ,1706925871602 ,2 ,2299,525889600,3,56,22.84245956,113.5084334,5.49296568,-5.5,-4.398432674,-7.905083547,0.059104646,1.019367932,-0.108260105,242.2370818,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,3696414724
174,2024-02-03_02:04:31,1706925872 ,1706925871701840 ,1706925871700 ,100 ,1706925871702 ,2 ,2299,525889700,3,56,22.84245558,113.5084257,5.497635339,-5.5,-4.398230371,-7.897329276,0.050745387,1.000564906,-0.145115833,242.2576529,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,2186662979
175,2024-02-03_02:04:31,1706925872 ,1706925871801740 ,1706925871800 ,100 ,1706925871802 ,2 ,2299,525889800,3,56,22.84245161,113.508418,5.501243952,-5.5,-4.387863188,-7.896505712,0.036035465,1.002348085,-0.177880956,242.2809284,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,1066380758
176,2024-02-03_02:04:31,1706925872 ,1706925871901750 ,1706925871900 ,100 ,1706925871902 ,2 ,2299,525889900,3,56,22.84244764,113.5084103,5.504223784,-5.5,-4.381721317,-7.89133232,0.039255058,0.991821978,-0.185895692,242.2930344,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,3181151279
177,2024-02-03_02:04:31,1706925872 ,1706925872002380 ,1706925872000 ,100 ,1706925872002 ,2 ,2299,525890000,3,56,22.84244367,113.5084026,5.507476457,-5.5,-4.383047954,-7.887196389,0.037171452,0.963427013,-0.22812629,242.3024735,0.036920279,0.037086062,0.034735605,0.020772722,0.020879949,0.012698179,0.035514217,0.035498604,0.093297444,0,0,3257539306
178,2024-02-03_02:04:32,1706925872 ,1706925872101340 ,1706925872100 ,100 ,1706925872101 ,1 ,2299,525890100,3,56,22.84243971,113.5083949,5.509596842,-5.5,-4.370448193,-7.879773277,0.025276997,1.035802838,-0.320690765,242.3051027,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,3439058965
179,2024-02-03_02:04:32,1706925872 ,1706925872201170 ,1706925872200 ,100 ,1706925872201 ,1 ,2299,525890200,3,56,22.84243576,113.5083872,5.511239372,-5.5,-4.365111185,-7.869572603,0.020725544,1.013226178,-0.348350796,242.2955017,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,2711254907
