,Localtime,gps_epoch_second,Receivetime,gps_epoch_second,Receivetime,Week,Seconds,DataCount,PitchRate,RollRate,YawRate,LateralAcc,LongitudinalAcc,VerticalAcc,CrcCheck
1976,2024-02-03_02:04:33,1706925874 ,1706925873720719,1706925873720 ,1706925873721 ,2299,525891720,1,6.7130470875e-06,-6.03E-05,-8.07E-06,-0.001002755,-0.001637029,0.003860074,2772799612
1977,2024-02-03_02:04:33,1706925874 ,1706925873731635,1706925873730 ,1706925873732 ,2299,525891730,1,-6.39E-05,-7.46E-05,4.7220830825e-06,0.000221632,-0.000705658,0.003982865,474642985
1978,2024-02-03_02:04:33,1706925874 ,1706925873741288,1706925873740 ,1706925873741 ,2299,525891740,2,-0.000265409,-6.82E-05,-1.63E-05,0.001105097,-0.003905992,0.003883699,3460225869
1979,2024-02-03_02:04:33,1706925874 ,1706925873750787,1706925873750 ,1706925873751 ,2299,525891750,1,-0.000144882,-7.53E-06,-1.71E-05,-0.001148788,-0.001403533,0.00078746,552258126
1980,2024-02-03_02:04:33,1706925874 ,1706925873760582,1706925873760 ,1706925873761 ,2299,525891760,1,-0.000159999,-1.45E-05,-1.23E-05,-0.00123614,-0.001151061,0.000367978,2456444570
1981,2024-02-03_02:04:33,1706925874 ,1706925873770881,1706925873770 ,1706925873771 ,2299,525891770,1,-0.00015043,-1.95E-05,-1.14E-05,-0.00056366,-0.002153738,0.000700452,164588348
1982,2024-02-03_02:04:33,1706925874 ,1706925873780845,1706925873780 ,1706925873781 ,2299,525891780,2,-0.000336826,-1.41E-05,-3.22E-05,0.000225579,-0.0035888,0.000557776,765621619
1983,2024-02-03_02:04:33,1706925874 ,1706925873790589,1706925873790 ,1706925873791 ,2299,525891790,1,-0.000106351,5.7935596036e-06,-2.34E-05,-0.000146071,-0.003495805,-0.001257612,2381948885
1984,2024-02-03_02:04:33,1706925874 ,1706925873802321,1706925873800 ,1706925873802 ,2299,525891800,1,-8.08E-05,1.73356781283e-05,-3.01E-05,-0.000446063,-0.000947624,-0.000179123,2427567832
1985,2024-02-03_02:04:33,1706925874 ,1706925873811547,1706925873810 ,1706925873812 ,2299,525891810,1,-0.000122996,1.27285246935e-05,-2.48E-05,-8.91E-05,-8.55E-06,-5.84E-05,3352172930
1986,2024-02-03_02:04:33,1706925874 ,1706925873821210,1706925873820 ,1706925873821 ,2299,525891820,1,-0.000193319,1.1147029484000003e-05,-1.59E-05,0.000547845,-0.003120028,-0.002758322,1381920364
1987,2024-02-03_02:04:33,1706925874 ,1706925873831286,1706925873830 ,1706925873831 ,2299,525891830,2,-0.000298826,8.21803948348e-05,-5.19E-05,0.002466084,-0.002906782,-0.001334133,3729992191
1988,2024-02-03_02:04:33,1706925874 ,1706925873841311,1706925873840 ,1706925873841 ,2299,525891840,1,-0.000168813,8.08964025509e-05,-2.74E-05,0.000374013,-0.002120946,-0.001761959,1084444664
1989,2024-02-03_02:04:33,1706925874 ,1706925873851535,1706925873850 ,1706925873852 ,2299,525891850,1,-0.000118091,7.95310317808e-05,-3.27E-05,-0.000495963,-0.003079932,-0.00195698,1017729270
1990,2024-02-03_02:04:33,1706925874 ,1706925873861307,1706925873860 ,1706925873861 ,2299,525891860,2,-0.000199387,0.000114807,-4.13E-05,0.000543494,-0.003055422,0.000762678,147793323
1991,2024-02-03_02:04:33,1706925874 ,1706925873871379,1706925873870 ,1706925873871 ,2299,525891870,1,-0.000110587,7.7843450606e-05,-2.39E-05,0.002177138,-0.002753465,-0.001249089,193794796
1992,2024-02-03_02:04:33,1706925874 ,1706925873881301,1706925873880 ,1706925873881 ,2299,525891880,1,-5.67E-05,8.79480780628e-05,-2.91E-05,0.000863695,-0.002035571,-0.00053557,2422212746
1993,2024-02-03_02:04:33,1706925874 ,1706925873891470,1706925873890 ,1706925873891 ,2299,525891890,1,-7.16E-05,7.81745431051e-05,-2.14E-05,6.357779107999999e-06,-0.002040507,-0.001415213,4127275751
1994,2024-02-03_02:04:33,1706925874 ,1706925873902186,1706925873900 ,1706925873902 ,2299,525891900,2,-0.000170027,8.89054677121e-05,-3.10E-05,0.001443104,-0.00388066,-0.002752541,2520370458
1995,2024-02-03_02:04:33,1706925874 ,1706925873910588,1706925873910 ,1706925873911 ,2299,525891910,1,-3.90E-05,1.24291774353e-05,-7.44E-06,0.000415642,-0.003007597,-0.001791668,578067961
1996,2024-02-03_02:04:33,1706925874 ,1706925873921242,1706925873920 ,1706925873921 ,2299,525891920,1,-2.68E-05,1.16349269675e-05,1.0055867676e-06,0.000852378,-0.001538163,-0.000364945,1058472423
1997,2024-02-03_02:04:33,1706925874 ,1706925873930532,1706925873930 ,1706925873931 ,2299,525891930,1,-3.04E-06,3.32532431245e-05,-3.86E-06,0.001724178,-0.002089555,-0.000885028,3989481968
1998,2024-02-03_02:04:33,1706925874 ,1706925873941250,1706925873940 ,1706925873941 ,2299,525891940,2,9.37502292285e-05,7.84294887267e-05,-2.31E-05,-0.000577103,-0.004139892,-0.001835584,1757222008
1999,2024-02-03_02:04:33,1706925874 ,1706925873950790,1706925873950 ,1706925873951 ,2299,525891950,1,5.65491372663e-05,5.0107640009e-06,-3.01E-06,-0.000154716,-0.000936642,0.000234091,660084275
2000,2024-02-03_02:04:33,1706925874 ,1706925873961395,1706925873960 ,1706925873961 ,2299,525891960,1,8.508348022e-06,-1.75E-05,1.40098977057e-05,0.000614514,-0.001478686,-0.00075072,3756373786
2001,2024-02-03_02:04:33,1706925874 ,1706925873970714,1706925873970 ,1706925873971 ,2299,525891970,1,-2.33E-06,-2.05E-05,1.56866821368e-05,0.000663807,-0.001953517,-0.000853005,3780988096
2002,2024-02-03_02:04:33,1706925874 ,1706925873981239,1706925873980 ,1706925873981 ,2299,525891980,2,2.51059136126e-05,-8.53E-06,1.182038197e-05,1.81177500092e-05,-0.004970989,-0.00093403,622841511
2003,2024-02-03_02:04:33,1706925874 ,1706925873991295,1706925873990 ,1706925873991 ,2299,525891990,1,2.0875963385e-05,-1.53E-05,1.0553894952e-05,-0.000542475,-0.00122407,0.00055687,3069134345
2004,2024-02-03_02:04:34,1706925874 ,1706925874003650,1706925874000 ,1706925874004 ,2299,525892000,1,9.1457974927e-06,-2.02E-05,1.40793223957e-05,-0.000634966,-0.002039473,-0.000974985,53125507
2005,2024-02-03_02:04:34,1706925874 ,1706925874011552,1706925874010 ,1706925874012 ,2299,525892010,1,9.6401893139e-06,-2.82E-05,1.56754549365e-05,-0.000999417,-0.002888461,-0.001292747,728866246
2006,2024-02-03_02:04:34,1706925874 ,1706925874021459,1706925874020 ,1706925874021 ,2299,525892020,2,8.28956787614e-05,-6.73E-05,2.58852213328e-05,-0.001366149,-0.003732335,0.000798005,3714605276
2007,2024-02-03_02:04:34,1706925874 ,1706925874031304,1706925874030 ,1706925874031 ,2299,525892030,1,-7.07E-06,-2.64E-05,1.27778985164e-05,-8.97E-05,-0.001640266,-0.00155257,3391703018
2008,2024-02-03_02:04:34,1706925874 ,1706925874041326,1706925874040 ,1706925874041 ,2299,525892040,1,-1.96E-05,-1.23E-05,8.4107572687e-06,0.000118171,-0.002087682,-0.002363343,1440897236
2009,2024-02-03_02:04:34,1706925874 ,1706925874051815,1706925874050 ,1706925874052 ,2299,525892050,1,-4.10E-05,4.296986491e-07,1.08244471384e-05,-0.000650056,-0.00288443,-0.003488275,3460920603
2010,2024-02-03_02:04:34,1706925874 ,1706925874061293,1706925874060 ,1706925874061 ,2299,525892060,2,-4.79E-06,4.0384351121e-06,2.27965285485e-05,-0.001651979,-0.005125221,-0.004607232,1414915148
2011,2024-02-03_02:04:34,1706925874 ,1706925874070598,1706925874070 ,1706925874071 ,2299,525892070,1,2.72598513642e-05,3.24856770013e-05,2.856110823999999e-06,-0.000607778,-0.002135655,-0.000734364,984231583
2012,2024-02-03_02:04:34,1706925874 ,1706925874080560,1706925874080 ,1706925874081 ,2299,525892080,1,1.98072633552e-05,2.01636825555e-05,1.16957903325e-05,3.7945884658e-06,-0.001679588,-0.001537189,3674446882
2013,2024-02-03_02:04:34,1706925874 ,1706925874090551,1706925874090 ,1706925874091 ,2299,525892090,1,2.64008591885e-05,1.47593048469e-05,1.54863831037e-05,0.000360509,-0.003358205,-0.002350921,1500936653
2014,2024-02-03_02:04:34,1706925874 ,1706925874101640,1706925874100 ,1706925874102 ,2299,525892100,2,0.000194724,0.000128669,1.19917325411e-05,0.001626332,-0.007812682,-0.002595964,3542841490
2015,2024-02-03_02:04:34,1706925874 ,1706925874111262,1706925874110 ,1706925874111 ,2299,525892110,1,4.60689743983e-05,9.02623439293e-05,2.45043554359e-05,0.000425479,-0.001572654,-0.001973784,1980025274
2016,2024-02-03_02:04:34,1706925874 ,1706925874121367,1706925874120 ,1706925874121 ,2299,525892120,1,2.00342003048e-05,0.000138825,1.3473542404000002e-05,0.000236086,-0.002042051,-0.003075604,1311241961
2017,2024-02-03_02:04:34,1706925874 ,1706925874131499,1706925874130 ,1706925874131 ,2299,525892130,1,6.25286245799e-05,0.000182093,-1.03E-05,0.000496049,-0.003354,-0.001916839,3393805305
2018,2024-02-03_02:04:34,1706925874 ,1706925874141282,1706925874140 ,1706925874141 ,2299,525892140,2,0.000290773,0.000326173,-7.01E-06,-0.000546877,-0.003640961,-5.49E-05,3940317987
2019,2024-02-03_02:04:34,1706925874 ,1706925874151286,1706925874150 ,1706925874151 ,2299,525892150,1,0.000107436,0.000148902,-7.51E-06,0.001075395,-0.001537116,-0.000472808,3466710929
2020,2024-02-03_02:04:34,1706925874 ,1706925874161323,1706925874160 ,1706925874161 ,2299,525892160,1,0.000139175,0.000118706,-4.61E-06,0.000781721,-0.002250571,-0.001003758,419186759
2021,2024-02-03_02:04:34,1706925874 ,1706925874171534,1706925874170 ,1706925874172 ,2299,525892170,1,0.000126374,7.99188450134e-05,1.0746731339000002e-05,2.8948020332e-06,-0.003380501,-5.20E-05,2775471392
2022,2024-02-03_02:04:34,1706925874 ,1706925874180853,1706925874180 ,1706925874181 ,2299,525892180,2,0.000229264,0.000190328,8.9859816947e-06,0.004391395,-0.003348178,0.001619399,4243019754
2023,2024-02-03_02:04:34,1706925874 ,1706925874191293,1706925874190 ,1706925874191 ,2299,525892190,1,3.54041682887e-05,0.000106661,3.1781282899e-06,0.000170065,-0.001577718,0.000754235,2155112349
2024,2024-02-03_02:04:34,1706925874 ,1706925874202192,1706925874200 ,1706925874202 ,2299,525892200,1,4.22921830807e-05,6.63974549366e-05,2.91342725984e-05,0.000243854,-0.003298245,0.000975826,2975728994
2025,2024-02-03_02:04:34,1706925874 ,1706925874211635,1706925874210 ,1706925874212 ,2299,525892210,1,9.40982008063e-05,6.39669506852e-05,3.36260626544e-05,0.001514284,-0.003110449,0.000644824,4080842139
2026,2024-02-03_02:04:34,1706925874 ,1706925874220652,1706925874220 ,1706925874221 ,2299,525892220,2,0.000271373,0.000153021,2.22845218576e-05,0.000918376,-0.004548165,0.00661967,1228148086
2027,2024-02-03_02:04:34,1706925874 ,1706925874230519,1706925874230 ,1706925874231 ,2299,525892230,1,8.88983844463e-05,4.42376649208e-05,2.48555749994e-05,-0.000654356,-0.001888861,0.003677981,1114033932
2028,2024-02-03_02:04:34,1706925874 ,1706925874241271,1706925874240 ,1706925874241 ,2299,525892240,1,7.49395171743e-05,1.70782998591e-05,3.811496508e-05,0.000667732,-0.002114654,0.003614258,105144733
2029,2024-02-03_02:04:34,1706925874 ,1706925874250632,1706925874250 ,1706925874251 ,2299,525892250,1,5.4101626415e-05,3.57735848795e-05,2.59235185742e-05,0.000483949,-0.002909953,0.003269429,2398968259
2030,2024-02-03_02:04:34,1706925874 ,1706925874261515,1706925874260 ,1706925874262 ,2299,525892260,2,4.0521796085e-05,9.54923881413e-05,4.2202633003e-05,-0.000675232,-0.003904449,0.004919738,2523182595
2031,2024-02-03_02:04:34,1706925874 ,1706925874270650,1706925874270 ,1706925874271 ,2299,525892270,1,-2.60E-05,2.16411192658e-05,2.61809295501e-05,-0.000902423,-0.003070085,0.002105152,2989119099
2032,2024-02-03_02:04:34,1706925874 ,1706925874281305,1706925874280 ,1706925874281 ,2299,525892280,1,-4.54E-05,9.7710331106e-06,2.53279357232e-05,-0.001756439,-0.002854064,0.000875583,3738158818
2033,2024-02-03_02:04:34,1706925874 ,1706925874291343,1706925874290 ,1706925874291 ,2299,525892290,1,6.3024422068e-06,-3.05E-05,3.72960414665e-05,-0.001058432,-0.002727647,-6.52E-05,1127328864
2034,2024-02-03_02:04:34,1706925874 ,1706925874302148,1706925874300 ,1706925874302 ,2299,525892300,2,4.4268930885e-05,-1.48E-05,5.28855190495e-05,0.001579032,-0.004581266,0.00057699,1489189757
2035,2024-02-03_02:04:34,1706925874 ,1706925874311286,1706925874310 ,1706925874311 ,2299,525892310,1,8.73530338117e-05,4.64640028877e-05,1.2584049703e-06,-0.001157084,-0.00337812,-9.81E-05,2822233712
2036,2024-02-03_02:04:34,1706925874 ,1706925874321368,1706925874320 ,1706925874321 ,2299,525892320,1,6.39380655281e-05,8.511487729e-06,1.26964567561e-05,-0.002648502,-0.001166789,0.002273213,2484362463
2037,2024-02-03_02:04:34,1706925874 ,1706925874331583,1706925874330 ,1706925874332 ,2299,525892330,1,2.41760736601e-05,-4.44E-05,2.00436824871e-05,-0.002409234,-0.002135246,0.000538224,1767597696
2038,2024-02-03_02:04:34,1706925874 ,1706925874341310,1706925874340 ,1706925874341 ,2299,525892340,2,-0.000101593,-0.000163817,3.97559691827e-05,-0.001896459,-0.004090351,-0.000615356,499126406
2039,2024-02-03_02:04:34,1706925874 ,1706925874351442,1706925874350 ,1706925874351 ,2299,525892350,1,-4.91E-05,-9.60E-05,2.08825305308e-05,-5.47E-05,-0.003460335,-0.000456573,4061970140
2040,2024-02-03_02:04:34,1706925874 ,1706925874361553,1706925874360 ,1706925874362 ,2299,525892360,1,-3.83E-05,-5.86E-05,3.195237035e-07,-0.000138505,-0.002558798,-0.000604736,2853384226
2041,2024-02-03_02:04:34,1706925874 ,1706925874370742,1706925874370 ,1706925874371 ,2299,525892370,1,-1.23E-06,-5.91E-05,-5.71E-06,-0.001843815,-0.001838782,0.000893102,1302560432
2042,2024-02-03_02:04:34,1706925874 ,1706925874381001,1706925874380 ,1706925874381 ,2299,525892380,2,-9.00E-05,-0.000145602,7.101177554e-07,-0.003888895,-0.005741017,-0.000689049,3265723094
2043,2024-02-03_02:04:34,1706925874 ,1706925874390702,1706925874390 ,1706925874391 ,2299,525892390,1,-8.01E-06,-8.30E-05,4.3334213009e-06,-0.001100342,-0.003327813,-0.000451988,3857820103
2044,2024-02-03_02:04:34,1706925874 ,1706925874402308,1706925874400 ,1706925874402 ,2299,525892400,1,-3.26E-05,-7.62E-05,9.7253920071e-06,-0.000594804,-0.00176944,0.000901424,2695064480
2045,2024-02-03_02:04:34,1706925874 ,1706925874410691,1706925874410 ,1706925874411 ,2299,525892410,1,-7.84E-05,-3.87E-05,-2.94E-06,-0.001524368,-0.002728096,0.000234203,2861442345
2046,2024-02-03_02:04:34,1706925874 ,1706925874420874,1706925874420 ,1706925874421 ,2299,525892420,1,-0.000109446,-1.71E-05,-2.61E-06,-0.000259297,-0.001666815,-0.000476749,3197957034
2047,2024-02-03_02:04:34,1706925874 ,1706925874430781,1706925874430 ,1706925874431 ,2299,525892430,2,-0.000162436,2.72862742365e-05,1.01871497437e-05,0.000214577,-0.00805887,0.001579371,923423480
2048,2024-02-03_02:04:34,1706925874 ,1706925874441428,1706925874440 ,1706925874441 ,2299,525892440,1,-5.72E-05,1.32451224676e-05,3.32111930493e-05,0.001183526,-0.004356305,0.004007487,2703390662
2049,2024-02-03_02:04:34,1706925874 ,1706925874451537,1706925874450 ,1706925874452 ,2299,525892450,1,-7.40E-05,0.000120421,-8.31E-06,0.004314346,0.000290801,0.008542852,80215811
2050,2024-02-03_02:04:34,1706925874 ,1706925874461519,1706925874460 ,1706925874462 ,2299,525892460,2,-0.000374694,0.000424988,-2.50E-06,-0.002177268,-0.004582755,-0.000345651,1698366730
2051,2024-02-03_02:04:34,1706925874 ,1706925874471437,1706925874470 ,1706925874471 ,2299,525892470,1,-0.000121387,6.58141941958e-05,7.87494891489e-05,-0.000258211,-0.005010655,-0.003848395,3729111899
2052,2024-02-03_02:04:34,1706925874 ,1706925874481335,1706925874480 ,1706925874481 ,2299,525892480,1,8.6391296757e-06,6.69430862713e-05,5.66984489259e-05,0.002896704,-0.000578493,0.003183609,491870330
2053,2024-02-03_02:04:34,1706925874 ,1706925874491437,1706925874490 ,1706925874491 ,2299,525892490,1,-0.000138512,0.000127974,2.98010038967e-05,0.004656099,-0.000923978,0.002135423,1556818401
2054,2024-02-03_02:04:34,1706925875 ,1706925874503385,1706925874500 ,1706925874503 ,2299,525892500,2,-0.000363013,0.000317665,5.36558782007e-05,0.008000459,-0.005201758,-0.007194499,2270053865
2055,2024-02-03_02:04:34,1706925875 ,1706925874511298,1706925874510 ,1706925874511 ,2299,525892510,1,-2.22E-05,0.000108251,4.00848629018e-05,-0.001520335,-0.004301983,-0.006099908,4046662538
2056,2024-02-03_02:04:34,1706925875 ,1706925874520520,1706925874520 ,1706925874521 ,2299,525892520,1,0.00011936,2.28333941064e-05,5.06858866214e-05,-0.001388974,-0.002587672,0.000730274,2084857061
2057,2024-02-03_02:04:34,1706925875 ,1706925874531640,1706925874530 ,1706925874532 ,2299,525892530,1,6.75091162175e-05,-3.32E-05,6.73341886261e-05,0.000251048,-0.001099756,0.005665184,512272449
2058,2024-02-03_02:04:34,1706925875 ,1706925874541253,1706925874540 ,1706925874541 ,2299,525892540,2,-0.000209279,-6.69E-05,0.000147135,0.006070752,-0.003990582,0.000396822,1059353991
2059,2024-02-03_02:04:34,1706925875 ,1706925874550894,1706925874550 ,1706925874551 ,2299,525892550,1,-0.000110422,3.70338035592e-05,3.6581904503e-05,-0.000113334,-0.002339317,-0.002055406,1239573614
2060,2024-02-03_02:04:34,1706925875 ,1706925874560646,1706925874560 ,1706925874561 ,2299,525892560,1,-3.65E-05,-1.79E-05,4.39265711202e-05,-0.002339087,-0.002001007,-0.001836908,3435533714
2061,2024-02-03_02:04:34,1706925875 ,1706925874570753,1706925874570 ,1706925874571 ,2299,525892570,1,-2.22E-05,-0.000114663,6.46704326383e-05,-0.001990337,-0.001389572,0.001644043,2499957914
2062,2024-02-03_02:04:34,1706925875 ,1706925874581550,1706925874580 ,1706925874582 ,2299,525892580,2,-0.000373094,-0.000254025,0.00013587,-0.000845309,-0.004328601,0.002639859,3414895959
2063,2024-02-03_02:04:34,1706925875 ,1706925874591268,1706925874590 ,1706925874591 ,2299,525892590,1,-0.000185983,-0.000117301,6.65224381777e-05,2.49320087612e-05,-0.003652628,-0.002222916,3875580953
2064,2024-02-03_02:04:34,1706925875 ,1706925874602252,1706925874600 ,1706925874602 ,2299,525892600,1,-9.11E-05,-8.92E-05,5.12116511844e-05,-9.01E-05,-0.003443004,-0.001528443,2493287574
2065,2024-02-03_02:04:34,1706925875 ,1706925874611436,1706925874610 ,1706925874611 ,2299,525892610,1,-3.43E-05,-5.37E-05,3.8973768778e-05,-0.000890622,-0.003396768,-0.001908488,1237117890
2066,2024-02-03_02:04:34,1706925875 ,1706925874621257,1706925874620 ,1706925874621 ,2299,525892620,2,-0.000164172,-0.000152666,9.94737234023e-05,-0.007037443,-0.003416437,0.003832595,3637457215
2067,2024-02-03_02:04:34,1706925875 ,1706925874631302,1706925874630 ,1706925874631 ,2299,525892630,1,-0.000131673,-9.98E-05,6.4414700484e-05,-0.00069449,-0.002013657,-0.000169579,716802363
2068,2024-02-03_02:04:34,1706925875 ,1706925874641326,1706925874640 ,1706925874641 ,2299,525892640,1,-0.000180045,-4.22E-05,4.4278288112e-05,0.000221277,-0.003274222,-0.003152515,2097787862
2069,2024-02-03_02:04:34,1706925875 ,1706925874651455,1706925874650 ,1706925874651 ,2299,525892650,1,-0.000137772,-9.34E-06,3.23534263615e-05,-0.001598608,-0.002675792,-0.003293384,1056408610
2070,2024-02-03_02:04:34,1706925875 ,1706925874661312,1706925874660 ,1706925874661 ,2299,525892660,2,-0.000144148,-2.33E-05,6.52147127197e-05,-0.003284141,-0.004873473,-0.004297981,1769658850
2071,2024-02-03_02:04:34,1706925875 ,1706925874670742,1706925874670 ,1706925874671 ,2299,525892670,1,-6.39E-05,-1.65E-05,2.98092967443e-05,-0.002598945,-0.00356365,-0.001300904,2684617406
2072,2024-02-03_02:04:34,1706925875 ,1706925874680612,1706925874680 ,1706925874681 ,2299,525892680,1,-5.93E-05,-6.20E-05,4.69848386971e-05,-0.002323112,-0.002843409,-0.001610422,1274688114
2073,2024-02-03_02:04:34,1706925875 ,1706925874691478,1706925874690 ,1706925874691 ,2299,525892690,1,8.434241781e-07,-6.36E-05,4.81146728196e-05,0.000775017,-0.002055362,-0.002225906,3307265963
2074,2024-02-03_02:04:34,1706925875 ,1706925874701660,1706925874700 ,1706925874702 ,2299,525892700,2,3.06750401942e-05,1.4876960632e-05,4.9962386762e-05,-0.001201227,-0.005798719,-0.007088443,2411600479
2075,2024-02-03_02:04:34,1706925875 ,1706925874710692,1706925874710 ,1706925874711 ,2299,525892710,1,7.90589277075e-05,-1.61E-05,3.10676116064e-05,-0.002621261,-0.001432329,-0.000756347,532440574
2076,2024-02-03_02:04:34,1706925875 ,1706925874721299,1706925874720 ,1706925874721 ,2299,525892720,1,2.47627532184e-05,-2.22E-05,3.9995961361e-05,-0.000730733,-0.002163548,-0.001144185,752839382
2077,2024-02-03_02:04:34,1706925875 ,1706925874731505,1706925874730 ,1706925874732 ,2299,525892730,1,-2.17E-05,-3.52E-05,4.05625982698e-05,-0.001058127,-0.001459659,-0.001958458,3479740473
2078,2024-02-03_02:04:34,1706925875 ,1706925874741651,1706925874740 ,1706925874742 ,2299,525892740,2,-4.63E-05,-0.000106384,5.5770206113999996e-05,-0.000616608,-0.004802006,-0.004988684,483756221
2079,2024-02-03_02:04:34,1706925875 ,1706925874750884,1706925874750 ,1706925874751 ,2299,525892750,1,8.5524669107e-05,-3.83E-05,1.3916293879e-05,0.000163356,-0.003452365,-0.002083754,3928484289
2080,2024-02-03_02:04:34,1706925875 ,1706925874761393,1706925874760 ,1706925874761 ,2299,525892760,1,0.000127165,-8.13E-05,2.35717393532e-05,-0.001612506,-0.00206596,0.001532017,519290645
2081,2024-02-03_02:04:34,1706925875 ,1706925874771416,1706925874770 ,1706925874771 ,2299,525892770,1,6.39192339627e-05,-0.000120485,3.91734219608e-05,-0.000683538,-0.000713066,0.003026838,14811883
2082,2024-02-03_02:04:34,1706925875 ,1706925874781308,1706925874780 ,1706925874781 ,2299,525892780,2,1.28804914163e-05,-0.000253312,0.000101033,0.00152952,-0.005767057,-0.001140305,2537707611
2083,2024-02-03_02:04:34,1706925875 ,1706925874791303,1706925874790 ,1706925874791 ,2299,525892790,1,6.8932216419e-06,-8.50E-05,4.36875421439e-05,0.000975181,-0.000432541,0.003026725,2024929546
2084,2024-02-03_02:04:34,1706925875 ,1706925874802245,1706925874800 ,1706925874802 ,2299,525892800,1,-7.93E-07,-6.38E-05,4.45815105244e-05,-0.000906354,-0.002535491,0.00179039,1172770502
2085,2024-02-03_02:04:34,1706925875 ,1706925874811477,1706925874810 ,1706925874811 ,2299,525892810,1,-5.29E-05,-8.02E-05,5.59640960324e-05,-0.001664635,-0.002066173,0.001966908,4265369373
2086,2024-02-03_02:04:34,1706925875 ,1706925874820702,1706925874820 ,1706925874821 ,2299,525892820,2,-0.000238838,-0.000240297,0.000148635,-0.002146297,-0.00482715,0.003595978,228762536
2087,2024-02-03_02:04:34,1706925875 ,1706925874830609,1706925874830 ,1706925874831 ,2299,525892830,1,-8.63E-05,-0.000147908,9.57106260046e-05,0.000587946,-0.002283417,2.12110122569e-05,3050382812
2088,2024-02-03_02:04:34,1706925875 ,1706925874841276,1706925874840 ,1706925874841 ,2299,525892840,1,-8.62E-05,-0.000106824,8.90220701742e-05,0.001821228,-0.00183442,0.001341952,1472268394
2089,2024-02-03_02:04:34,1706925875 ,1706925874851593,1706925874850 ,1706925874852 ,2299,525892850,1,-0.000133961,-2.84E-05,7.34387637444e-05,0.001407016,-0.002679123,-0.001358913,1331107502
2090,2024-02-03_02:04:34,1706925875 ,1706925874860620,1706925874860 ,1706925874861 ,2299,525892860,2,-0.00019398,2.1809320121e-05,0.000129106,-0.002472016,-0.004234606,-0.00191877,79954684
2091,2024-02-03_02:04:34,1706925875 ,1706925874870621,1706925874870 ,1706925874871 ,2299,525892870,1,-0.000108575,-3.48E-05,9.90227958509e-05,-0.002127579,-0.002163197,-0.002445578,3708563014
2092,2024-02-03_02:04:34,1706925875 ,1706925874880582,1706925874880 ,1706925874881 ,2299,525892880,1,-0.000104283,-7.90E-05,0.000111993,-1.53E-05,-0.003393094,-0.001879425,4041443388
2093,2024-02-03_02:04:34,1706925875 ,1706925874891528,1706925874890 ,1706925874892 ,2299,525892890,1,-0.000116531,-1.78E-05,7.33214368344e-05,0.000899158,-0.000801639,0.001431607,911428366
2094,2024-02-03_02:04:34,1706925875 ,1706925874902564,1706925874900 ,1706925874903 ,2299,525892900,2,-0.000261864,1.50568366395e-05,0.000120601,-0.000462381,-0.004974257,-0.010431681,195134570
2095,2024-02-03_02:04:34,1706925875 ,1706925874911271,1706925874910 ,1706925874911 ,2299,525892910,1,-3.88E-05,-3.60E-05,6.5109014648e-05,-0.000283623,-0.003013663,-0.003774877,1402081216
2096,2024-02-03_02:04:34,1706925875 ,1706925874921355,1706925874920 ,1706925874921 ,2299,525892920,1,-1.42E-06,-4.55E-05,6.0355981491e-05,-0.000888472,-0.001226226,-0.001199357,1145158544
2097,2024-02-03_02:04:34,1706925875 ,1706925874931443,1706925874930 ,1706925874931 ,2299,525892930,1,-7.11E-05,-5.90E-05,6.61674000972e-05,0.000298842,-0.001814763,-0.002375508,103028682
2098,2024-02-03_02:04:34,1706925875 ,1706925874941323,1706925874940 ,1706925874941 ,2299,525892940,2,-9.18E-05,-0.000139416,0.000126535,-0.001627349,-0.005686856,-0.0050654,2394262921
2099,2024-02-03_02:04:34,1706925875 ,1706925874951390,1706925874950 ,1706925874951 ,2299,525892950,1,1.7561683007e-06,-5.98E-05,5.83527096217e-05,-0.001002483,-0.003160122,-0.001230053,1131256690
2100,2024-02-03_02:04:34,1706925875 ,1706925874961355,1706925874960 ,1706925874961 ,2299,525892960,1,5.17332493698e-05,-5.94E-05,6.09889193952e-05,-0.000131385,-0.002722961,0.000453619,548140965
2101,2024-02-03_02:04:34,1706925875 ,1706925874971523,1706925874970 ,1706925874972 ,2299,525892970,1,4.53175381349e-05,-6.24E-05,6.64562694031e-05,-0.000782978,-0.001803141,0.001565462,907750911
2102,2024-02-03_02:04:34,1706925875 ,1706925874980710,1706925874980 ,1706925874981 ,2299,525892980,2,-0.000114252,-0.000138418,0.000141907,-0.002781278,-0.00556505,0.000752345,3718229263
2103,2024-02-03_02:04:34,1706925875 ,1706925874990654,1706925874990 ,1706925874991 ,2299,525892990,1,-6.96E-06,-6.84E-05,6.5803030859e-05,0.000366967,-0.002888623,0.001013556,3030046051
2104,2024-02-03_02:04:35,1706925875 ,1706925875003702,1706925875000 ,1706925875004 ,2299,525893000,1,1.16169954153e-05,-4.95E-05,6.74457187722e-05,-0.000186489,-0.000484377,0.002329293,1063944707
2105,2024-02-03_02:04:35,1706925875 ,1706925875010869,1706925875010 ,1706925875011 ,2299,525893010,1,-2.68E-05,-4.02E-05,7.70785801735e-05,-0.000891105,-0.003192817,-0.001248695,3302570805
2106,2024-02-03_02:04:35,1706925875 ,1706925875021082,1706925875020 ,1706925875021 ,2299,525893020,2,4.0968275464e-05,-6.80E-05,0.000150803,-0.001073299,-0.004720989,0.002405382,3525397743
