,Localtime,gps_epoch_second,Receivetime,gps_epoch_second,Receivetime,Week,Seconds,DataCount,PitchRate,RollRate,YawRate,LateralAcc,LongitudinalAcc,VerticalAcc,CrcCheck
578,2024-02-03_02:04:19,1706925860 ,1706925859741666,1706925859740 ,1706925859742 ,2299,525877740,2,-0.000207193,0.000187491,0.000151937,0.002380245,0.002356437,0.00348418,3142926585
579,2024-02-03_02:04:19,1706925860 ,1706925859751478,1706925859750 ,1706925859751 ,2299,525877750,1,-0.000117752,0.000127392,5.81290106127e-05,6.48136990561e-05,0.001501115,0.001658576,1382926585
580,2024-02-03_02:04:19,1706925860 ,1706925859761415,1706925859760 ,1706925859761 ,2299,525877760,1,-0.000157226,9.720475933399999e-05,7.53764248148e-05,-0.000858916,0.000716243,0.000607171,4248043326
581,2024-02-03_02:04:19,1706925860 ,1706925859771442,1706925859770 ,1706925859771 ,2299,525877770,1,-0.000147888,8.19391663894e-05,9.17448599643e-05,0.000330922,0.001956545,0.000681809,4227749531
582,2024-02-03_02:04:19,1706925860 ,1706925859781326,1706925859780 ,1706925859781 ,2299,525877780,2,-0.000296824,0.000193397,0.000166055,0.0008211,0.001325448,0.001028598,2745382178
583,2024-02-03_02:04:19,1706925860 ,1706925859791325,1706925859790 ,1706925859791 ,2299,525877790,1,-0.000166738,9.35174961526e-05,8.47900414954e-05,0.000794885,0.00197424,0.002431027,535526634
584,2024-02-03_02:04:19,1706925860 ,1706925859802158,1706925859800 ,1706925859802 ,2299,525877800,1,-0.000201494,0.000113115,8.31103937558e-05,0.000805536,0.000498035,-0.000853427,1594068217
585,2024-02-03_02:04:19,1706925860 ,1706925859811455,1706925859810 ,1706925859811 ,2299,525877810,1,-0.000148526,0.000108543,8.05101884266e-05,-4.26E-05,0.000123662,-0.001169871,2506052677
586,2024-02-03_02:04:19,1706925860 ,1706925859820707,1706925859820 ,1706925859821 ,2299,525877820,2,-0.000189346,0.00011804,0.000190473,-0.002217162,0.001153929,0.004476787,3171222277
587,2024-02-03_02:04:19,1706925860 ,1706925859830581,1706925859830 ,1706925859831 ,2299,525877830,1,-0.000104456,2.60237667914e-05,9.86815238839e-05,-0.000906898,0.000145754,0.003247449,433657479
588,2024-02-03_02:04:19,1706925860 ,1706925859841295,1706925859840 ,1706925859841 ,2299,525877840,1,-0.000134342,1.5168463497999998e-05,9.32027210064e-05,-0.001191772,0.000644833,0.003971232,905798871
589,2024-02-03_02:04:19,1706925860 ,1706925859850518,1706925859850 ,1706925859851 ,2299,525877850,1,-0.00017516,6.0786571729999995e-06,9.18652238131e-05,-0.001206768,0.00100238,0.002634503,266825115
590,2024-02-03_02:04:19,1706925860 ,1706925859860840,1706925859860 ,1706925859861 ,2299,525877860,2,-0.000256325,-7.45E-05,0.000183289,-0.003347682,0.001160474,0.00387938,1349134475
591,2024-02-03_02:04:19,1706925860 ,1706925859870585,1706925859870 ,1706925859871 ,2299,525877870,1,-0.000146696,-7.55E-05,9.66266080978e-05,-0.001933406,0.001284726,0.002506239,2652751922
592,2024-02-03_02:04:19,1706925860 ,1706925859881282,1706925859880 ,1706925859881 ,2299,525877880,1,-0.000167126,-8.95E-05,9.55193948096e-05,-0.001633302,-8.00E-05,0.00071465,1251581316
593,2024-02-03_02:04:19,1706925860 ,1706925859891502,1706925859890 ,1706925859892 ,2299,525877890,1,-0.000118138,-0.000118588,0.000104642,-0.002449687,0.000472582,0.00185407,3347317669
594,2024-02-03_02:04:19,1706925860 ,1706925859902488,1706925859900 ,1706925859902 ,2299,525877900,2,-0.000267493,-0.000234325,0.000237356,-0.003530067,0.003226236,-0.001672972,3030330213
595,2024-02-03_02:04:19,1706925860 ,1706925859911283,1706925859910 ,1706925859911 ,2299,525877910,1,-9.07E-05,-7.57E-05,0.000110115,-0.002630569,0.000443255,-0.002406925,4115781583
596,2024-02-03_02:04:19,1706925860 ,1706925859921352,1706925859920 ,1706925859921 ,2299,525877920,1,-9.09E-05,-7.77E-05,0.000112642,-0.00371219,0.000935818,0.000775001,58233353
597,2024-02-03_02:04:19,1706925860 ,1706925859931504,1706925859930 ,1706925859932 ,2299,525877930,1,-9.58E-05,-8.39E-05,0.000117825,-0.00346565,0.00098086,0.001439355,564167199
598,2024-02-03_02:04:19,1706925860 ,1706925859941278,1706925859940 ,1706925859941 ,2299,525877940,2,-0.000290253,-0.000191642,0.000251028,-0.005027725,0.003007961,0.001500185,3015754244
599,2024-02-03_02:04:19,1706925860 ,1706925859951467,1706925859950 ,1706925859951 ,2299,525877950,1,-0.000194852,-6.39E-05,0.000126694,-0.000243297,0.000980199,-0.001803174,484552923
600,2024-02-03_02:04:19,1706925860 ,1706925859961356,1706925859960 ,1706925859961 ,2299,525877960,1,-0.000137682,-1.45E-05,0.000118072,-0.000907479,-3.62E-05,-0.00197331,3121596726
601,2024-02-03_02:04:19,1706925860 ,1706925859971466,1706925859970 ,1706925859971 ,2299,525877970,1,-0.000118393,1.06286497195e-05,0.000121008,-0.0026526,0.001115913,-0.000272853,2539128068
602,2024-02-03_02:04:19,1706925860 ,1706925859980715,1706925859980 ,1706925859981 ,2299,525877980,2,-0.000356243,-1.83E-05,0.000287755,-0.004395986,0.002795234,-0.003544966,3366643200
603,2024-02-03_02:04:19,1706925860 ,1706925859990679,1706925859990 ,1706925859991 ,2299,525877990,1,-0.000181599,-2.02E-05,0.000154333,-0.001089391,0.000616791,-0.003044467,1061316675
604,2024-02-03_02:04:20,1706925860 ,1706925860003669,1706925860000 ,1706925860004 ,2299,525878000,1,-0.000154766,-1.96E-05,0.000158402,1.66012848569e-05,0.001031947,-0.003466736,2324327555
605,2024-02-03_02:04:20,1706925860 ,1706925860010932,1706925860010 ,1706925860011 ,2299,525878010,1,-0.000114189,4.9503141357e-06,0.000156763,0.001116837,0.000275649,-0.003685247,2097161203
606,2024-02-03_02:04:20,1706925860 ,1706925860021105,1706925860020 ,1706925860021 ,2299,525878020,2,-0.000180787,8.80144169403e-05,0.000298459,-0.000546781,0.003078823,-0.005310006,359536426
607,2024-02-03_02:04:20,1706925860 ,1706925860030800,1706925860030 ,1706925860031 ,2299,525878030,1,-0.000149,3.7989469933e-05,0.000156274,-0.001259188,0.001084869,-0.003888623,1028591820
608,2024-02-03_02:04:20,1706925860 ,1706925860041298,1706925860040 ,1706925860041 ,2299,525878040,1,-0.000138206,2.10483037422e-05,0.000164982,-0.000406439,0.000870559,-0.004564961,1241531412
609,2024-02-03_02:04:20,1706925860 ,1706925860051536,1706925860050 ,1706925860052 ,2299,525878050,1,-0.000110229,3.08752801673e-05,0.000165713,1.65545719013e-05,1.38366452953e-05,-0.00495584,2271178235
610,2024-02-03_02:04:20,1706925860 ,1706925860061730,1706925860060 ,1706925860062 ,2299,525878060,1,-8.83E-05,5.281736829199999e-05,0.000164447,0.000331671,0.000706258,-0.003950619,3586898926
611,2024-02-03_02:04:20,1706925860 ,1706925860071363,1706925860070 ,1706925860071 ,2299,525878070,2,-0.000112194,0.000162695,0.000337874,0.000770244,0.001884216,-0.006356276,3128470438
612,2024-02-03_02:04:20,1706925860 ,1706925860081289,1706925860080 ,1706925860081 ,2299,525878080,1,-4.97E-05,0.000124797,0.000163784,-1.76E-05,0.000647115,-0.004602942,1425922343
613,2024-02-03_02:04:20,1706925860 ,1706925860091368,1706925860090 ,1706925860091 ,2299,525878090,1,-1.19E-05,0.000145184,0.000159743,-0.000469119,0.00114179,-0.003580847,3816392602
614,2024-02-03_02:04:20,1706925860 ,1706925860102140,1706925860100 ,1706925860102 ,2299,525878100,2,-1.63E-05,0.00029907,0.000335806,-9.51E-05,0.002494879,-0.005158052,106944838
615,2024-02-03_02:04:20,1706925860 ,1706925860111347,1706925860110 ,1706925860111 ,2299,525878110,1,-2.08E-05,0.000156853,0.000165719,0.000156757,0.001689471,-0.002096478,265364168
616,2024-02-03_02:04:20,1706925860 ,1706925860121297,1706925860120 ,1706925860121 ,2299,525878120,1,-3.26E-05,0.000149914,0.000173377,0.000517193,0.000551461,-0.002964605,4289644541
617,2024-02-03_02:04:20,1706925860 ,1706925860130668,1706925860130 ,1706925860131 ,2299,525878130,1,-2.10E-05,0.00015772,0.000172528,0.00054978,0.000887138,-0.003110756,3303119997
618,2024-02-03_02:04:20,1706925860 ,1706925860140714,1706925860140 ,1706925860141 ,2299,525878140,2,5.00156848457e-05,0.000314355,0.000331092,-0.001053985,0.001759416,-0.004772605,3996470653
619,2024-02-03_02:04:20,1706925860 ,1706925860150694,1706925860150 ,1706925860151 ,2299,525878150,1,3.27697204304e-05,0.000121058,0.000172173,-0.00147093,0.001159986,-0.001807524,374970236
620,2024-02-03_02:04:20,1706925860 ,1706925860161319,1706925860160 ,1706925860161 ,2299,525878160,1,4.31388609187e-05,8.04085410947e-05,0.00018381,-0.000977693,0.001104675,-0.001223544,3287848461
621,2024-02-03_02:04:20,1706925860 ,1706925860171041,1706925860170 ,1706925860171 ,2299,525878170,1,5.43298491049e-05,6.11040789251e-05,0.000186315,-0.000483609,0.000716763,-0.00123412,263229684
622,2024-02-03_02:04:20,1706925860 ,1706925860180977,1706925860180 ,1706925860181 ,2299,525878180,2,0.000190696,7.49839288643e-05,0.000372164,-0.001370392,0.001082795,1.7547929459000003e-05,2120859395
623,2024-02-03_02:04:20,1706925860 ,1706925860191279,1706925860190 ,1706925860191 ,2299,525878190,1,8.49563779356e-05,2.77315765514e-05,0.000183511,-0.001494547,0.001210321,0.001556255,4161152872
624,2024-02-03_02:04:20,1706925860 ,1706925860202110,1706925860200 ,1706925860202 ,2299,525878200,1,4.95248612805e-05,1.28703791179e-05,0.000187955,-0.002493163,0.000799377,0.001029674,3889542184
625,2024-02-03_02:04:20,1706925860 ,1706925860211506,1706925860210 ,1706925860212 ,2299,525878210,1,5.36465223555e-05,-1.14E-05,0.000193392,-0.003157633,0.000627722,0.001796078,3049663656
626,2024-02-03_02:04:20,1706925860 ,1706925860221671,1706925860220 ,1706925860222 ,2299,525878220,2,0.000152415,-7.04E-05,0.000375631,-0.006744439,0.001633209,0.0052041,2406105869
627,2024-02-03_02:04:20,1706925860 ,1706925860231325,1706925860230 ,1706925860231 ,2299,525878230,1,4.7034038865e-05,-5.56E-05,0.000186194,-0.00358758,0.00091017,0.003123875,2854049890
628,2024-02-03_02:04:20,1706925860 ,1706925860241334,1706925860240 ,1706925860241 ,2299,525878240,1,4.02745382778e-05,-6.78E-05,0.000183167,-0.003586186,0.001092154,0.002943887,2712573980
629,2024-02-03_02:04:20,1706925860 ,1706925860251374,1706925860250 ,1706925860251 ,2299,525878250,1,4.67220945129e-05,-7.53E-05,0.000184068,-0.003412773,0.000889498,0.001494651,2650977868
630,2024-02-03_02:04:20,1706925860 ,1706925860261444,1706925860260 ,1706925860261 ,2299,525878260,2,8.42112762617e-05,-0.000160854,0.000365603,-0.006957452,0.001387671,0.003178066,2608429590
631,2024-02-03_02:04:20,1706925860 ,1706925860270749,1706925860270 ,1706925860271 ,2299,525878270,1,1.07535733787e-05,-0.000102447,0.000188568,-0.004392275,0.001811865,0.001946457,4219533254
632,2024-02-03_02:04:20,1706925860 ,1706925860281362,1706925860280 ,1706925860281 ,2299,525878280,1,5.0644909693e-06,-0.00011769,0.000190673,-0.003688168,0.001415719,0.000672342,851052425
633,2024-02-03_02:04:20,1706925860 ,1706925860291487,1706925860290 ,1706925860291 ,2299,525878290,1,-2.36E-06,-0.000124285,0.000195706,-0.003049629,0.000233485,-0.000946785,3039640091
634,2024-02-03_02:04:20,1706925860 ,1706925860302162,1706925860300 ,1706925860302 ,2299,525878300,2,6.77020451781e-05,-0.000252849,0.000385196,-0.006957601,0.001468433,-0.000441366,1965572290
635,2024-02-03_02:04:20,1706925860 ,1706925860310553,1706925860310 ,1706925860311 ,2299,525878310,1,2.34765766939e-05,-0.000132969,0.000200224,-0.003237307,0.000956967,-0.000303817,2427434497
636,2024-02-03_02:04:20,1706925860 ,1706925860320830,1706925860320 ,1706925860321 ,2299,525878320,1,4.1933306439e-06,-0.000136236,0.000204051,-0.003199815,0.000628537,-0.001126684,2620288775
637,2024-02-03_02:04:20,1706925860 ,1706925860330622,1706925860330 ,1706925860331 ,2299,525878330,1,8.9813578683e-06,-0.000118481,0.000197563,-0.00249511,-0.000281661,-0.000931704,619035285
638,2024-02-03_02:04:20,1706925860 ,1706925860340935,1706925860340 ,1706925860341 ,2299,525878340,2,9.46053726738e-05,-0.000180796,0.000393552,-0.005429701,0.002137262,0.000951309,3500215447
639,2024-02-03_02:04:20,1706925860 ,1706925860350754,1706925860350 ,1706925860351 ,2299,525878350,1,1.61478220399e-05,-0.000105683,0.000210607,-0.002403057,0.001620836,-0.000213548,683515891
640,2024-02-03_02:04:20,1706925860 ,1706925860361489,1706925860360 ,1706925860361 ,2299,525878360,1,2.22294712359e-05,-0.000114976,0.000209045,-0.002523638,0.000960152,-0.000545522,2988924670
641,2024-02-03_02:04:20,1706925860 ,1706925860371571,1706925860370 ,1706925860372 ,2299,525878370,1,1.90970436438e-05,-0.000119553,0.000214947,-0.002109422,0.001030037,6.70447719053e-05,1573797021
642,2024-02-03_02:04:20,1706925860 ,1706925860381338,1706925860380 ,1706925860381 ,2299,525878380,2,-7.30E-06,-0.000209866,0.000443239,-0.001734188,0.002377326,0.00050583,2678762606
643,2024-02-03_02:04:20,1706925860 ,1706925860391439,1706925860390 ,1706925860391 ,2299,525878390,1,-3.16E-05,-6.11E-05,0.000215692,-0.000842782,0.001811165,-0.000266345,2687518370
644,2024-02-03_02:04:20,1706925860 ,1706925860402298,1706925860400 ,1706925860402 ,2299,525878400,1,-3.24E-05,-5.61E-05,0.000223573,-0.001397304,0.000307801,-0.000705263,586283400
645,2024-02-03_02:04:20,1706925860 ,1706925860411616,1706925860410 ,1706925860412 ,2299,525878410,1,-3.46E-05,-6.70E-05,0.000236279,-0.001434253,0.000668763,-3.34E-05,2059534302
646,2024-02-03_02:04:20,1706925860 ,1706925860421428,1706925860420 ,1706925860421 ,2299,525878420,2,-7.23E-05,-0.000139538,0.000481168,-0.001259172,0.001792912,0.001258115,2804588674
647,2024-02-03_02:04:20,1706925860 ,1706925860431438,1706925860430 ,1706925860431 ,2299,525878430,1,-6.40E-05,-5.03E-05,0.000241348,0.000277118,0.000597429,1.59437444112e-05,2542352517
648,2024-02-03_02:04:20,1706925860 ,1706925860441436,1706925860440 ,1706925860441 ,2299,525878440,1,-4.81E-05,-2.38E-05,0.000243454,-0.000164321,0.000736522,-0.000242719,3108450468
649,2024-02-03_02:04:20,1706925860 ,1706925860450781,1706925860450 ,1706925860451 ,2299,525878450,1,-4.72E-05,7.3789746835e-06,0.000243637,-0.000242839,0.001014337,-0.000350629,485238651
650,2024-02-03_02:04:20,1706925860 ,1706925860460757,1706925860460 ,1706925860461 ,2299,525878460,2,-0.000130863,5.3487596397e-06,0.000505693,-0.002036238,0.00198809,-0.001209622,921825522
651,2024-02-03_02:04:20,1706925860 ,1706925860470561,1706925860470 ,1706925860471 ,2299,525878470,1,-7.38E-05,-1.66E-05,0.000270479,3.70706972633e-05,0.000472169,-0.000376538,1168781496
652,2024-02-03_02:04:20,1706925860 ,1706925860480610,1706925860480 ,1706925860481 ,2299,525878480,1,-6.91E-05,-6.43E-06,0.000274282,0.00100438,0.000339805,-0.001309076,2801720611
653,2024-02-03_02:04:20,1706925860 ,1706925860490690,1706925860490 ,1706925860491 ,2299,525878490,1,-5.60E-05,1.28674239173e-05,0.0002665,-0.000124801,-1.84E-05,-0.000895801,225234516
654,2024-02-03_02:04:20,1706925861 ,1706925860503212,1706925860500 ,1706925860503 ,2299,525878500,2,-0.000105588,1.64752261817e-05,0.000527127,-0.002736618,0.001587933,0.000140507,4073992148
655,2024-02-03_02:04:20,1706925861 ,1706925860510678,1706925860510 ,1706925860511 ,2299,525878510,1,-8.42E-05,-2.72E-05,0.000272932,-0.001674321,0.00013372,-2.63E-05,178563991
656,2024-02-03_02:04:20,1706925861 ,1706925860521304,1706925860520 ,1706925860521 ,2299,525878520,1,-6.83E-05,-4.54E-05,0.000277661,-0.001689747,-0.000122508,-4.62E-05,3074048135
657,2024-02-03_02:04:20,1706925861 ,1706925860531515,1706925860530 ,1706925860532 ,2299,525878530,1,-6.68E-05,-6.01E-05,0.000279573,-0.001489551,-0.000441332,0.000164056,3611588318
658,2024-02-03_02:04:20,1706925861 ,1706925860541255,1706925860540 ,1706925860541 ,2299,525878540,2,-0.000113671,-9.95E-05,0.000551599,-0.003067254,0.001246511,0.003336728,3559031385
659,2024-02-03_02:04:20,1706925861 ,1706925860551434,1706925860550 ,1706925860551 ,2299,525878550,1,-8.39E-05,-5.19E-05,0.000273439,-0.001727151,0.000321821,0.001415418,3630682981
660,2024-02-03_02:04:20,1706925861 ,1706925860561400,1706925860560 ,1706925860561 ,2299,525878560,1,-6.75E-05,-7.13E-05,0.000283087,-0.002386382,0.000512859,0.001678305,2193647680
661,2024-02-03_02:04:20,1706925861 ,1706925860571564,1706925860570 ,1706925860572 ,2299,525878570,1,-8.19E-05,-7.77E-05,0.000287673,-0.003540978,-0.000535231,0.000829937,1587277436
662,2024-02-03_02:04:20,1706925861 ,1706925860580813,1706925860580 ,1706925860581 ,2299,525878580,2,-0.000136169,-0.000176527,0.000577467,-0.004224008,0.000388191,0.002205567,3090453470
663,2024-02-03_02:04:20,1706925861 ,1706925860591295,1706925860590 ,1706925860591 ,2299,525878590,1,-8.17E-05,-6.86E-05,0.000281553,-0.003318863,0.000275541,0.000644336,3064006956
664,2024-02-03_02:04:20,1706925861 ,1706925860602150,1706925860600 ,1706925860602 ,2299,525878600,1,-8.07E-05,-8.76E-05,0.000293974,-0.003195792,-1.59E-05,-0.000214959,2477780090
665,2024-02-03_02:04:20,1706925861 ,1706925860610543,1706925860610 ,1706925860611 ,2299,525878610,1,-5.26E-05,-7.63E-05,0.000284942,-0.002671985,0.000201003,0.000353687,1546478637
666,2024-02-03_02:04:20,1706925861 ,1706925860620720,1706925860620 ,1706925860621 ,2299,525878620,2,-9.33E-05,-0.000135337,0.00055764,-0.007092563,-2.65E-05,0.000216463,3740571130
667,2024-02-03_02:04:20,1706925861 ,1706925860630513,1706925860630 ,1706925860631 ,2299,525878630,1,-5.63E-05,-7.27E-05,0.000281977,-0.002699891,0.000265201,-0.000636823,3237833552
668,2024-02-03_02:04:20,1706925861 ,1706925860641302,1706925860640 ,1706925860641 ,2299,525878640,1,-4.73E-05,-6.26E-05,0.00026929,-0.00363292,0.000348352,-0.000566426,2848180210
669,2024-02-03_02:04:20,1706925861 ,1706925860650695,1706925860650 ,1706925860651 ,2299,525878650,1,-5.12E-05,-8.51E-05,0.000269894,-0.004102496,5.35909129143e-05,-0.000995051,898592695
670,2024-02-03_02:04:20,1706925861 ,1706925860661276,1706925860660 ,1706925860661 ,2299,525878660,2,-9.03E-05,-0.000223824,0.000544965,-0.007409068,-0.00020746,-0.000405658,3423630828
671,2024-02-03_02:04:20,1706925861 ,1706925860671264,1706925860670 ,1706925860671 ,2299,525878670,1,-5.16E-05,-0.0001394,0.000280951,-0.003182603,4.16020082868e-05,0.001085948,2454001914
672,2024-02-03_02:04:20,1706925861 ,1706925860681295,1706925860680 ,1706925860681 ,2299,525878680,1,-6.34E-05,-0.000114053,0.00027528,-0.001850443,-0.000322688,0.000745562,2969895481
673,2024-02-03_02:04:20,1706925861 ,1706925860691342,1706925860690 ,1706925860691 ,2299,525878690,1,-3.47E-05,-7.60E-05,0.000266565,-0.002389705,-0.000833454,-0.000190086,60542930
674,2024-02-03_02:04:20,1706925861 ,1706925860702147,1706925860700 ,1706925860702 ,2299,525878700,2,-8.61E-05,-0.000156036,0.000534041,-0.00729812,0.000636409,0.003764653,641904273
675,2024-02-03_02:04:20,1706925861 ,1706925860711248,1706925860710 ,1706925860711 ,2299,525878710,1,-9.86E-05,-9.05E-05,0.000271751,-0.004157332,0.000335429,0.000887173,4206401785
676,2024-02-03_02:04:20,1706925861 ,1706925860721296,1706925860720 ,1706925860721 ,2299,525878720,1,-0.000137275,-0.000112574,0.000281774,-0.002887176,-0.000380781,-0.000823815,4247433952
677,2024-02-03_02:04:20,1706925861 ,1706925860731453,1706925860730 ,1706925860731 ,2299,525878730,1,-0.000138188,-8.28E-05,0.000275605,-0.000972548,-0.000273735,-0.002040411,3544246795
678,2024-02-03_02:04:20,1706925861 ,1706925860741248,1706925860740 ,1706925860741 ,2299,525878740,2,-0.000155885,-5.03E-05,0.000535003,-0.003406998,-0.00103871,-0.005639704,2804104110
679,2024-02-03_02:04:20,1706925861 ,1706925860751415,1706925860750 ,1706925860751 ,2299,525878750,1,-4.10E-05,8.8309568725e-06,0.000273846,-0.002057514,0.000417134,-0.00136048,3693752943
680,2024-02-03_02:04:20,1706925861 ,1706925860761417,1706925860760 ,1706925860761 ,2299,525878760,1,-4.16E-05,2.76600378059e-05,0.000284309,-0.00256005,-0.000866391,-0.002961796,2215804205
681,2024-02-03_02:04:20,1706925861 ,1706925860771081,1706925860770 ,1706925860771 ,2299,525878770,1,-3.04E-05,1.52788151733e-05,0.000303253,-0.002129302,-0.00047909,-0.002648643,3122834108
682,2024-02-03_02:04:20,1706925861 ,1706925860780719,1706925860780 ,1706925860781 ,2299,525878780,2,-1.77E-05,0.000111464,0.000601517,-0.001961855,0.000812701,-0.002409441,277880768
683,2024-02-03_02:04:20,1706925861 ,1706925860790718,1706925860790 ,1706925860791 ,2299,525878790,1,-4.18E-05,8.56614894569e-05,0.000302339,-0.000924166,0.000210961,-0.001502831,4036850261
684,2024-02-03_02:04:20,1706925861 ,1706925860802192,1706925860800 ,1706925860802 ,2299,525878800,1,-6.48E-05,8.72746374891e-05,0.000306553,-0.00103865,9.58395011808e-05,6.63940506847e-05,3374125005
685,2024-02-03_02:04:20,1706925861 ,1706925860811545,1706925860810 ,1706925860812 ,2299,525878810,1,-5.81E-05,9.86120055826e-05,0.0003063,-0.001154372,-0.000376222,-0.000244564,1550441737
686,2024-02-03_02:04:20,1706925861 ,1706925860820786,1706925860820 ,1706925860821 ,2299,525878820,1,-6.73E-05,8.88031401301e-05,0.000310219,-0.00168272,0.000263226,-0.000541991,2556997238
687,2024-02-03_02:04:20,1706925861 ,1706925860831290,1706925860830 ,1706925860831 ,2299,525878830,2,-0.000164302,4.73045840752e-05,0.000675522,-0.002192259,-0.000118225,-0.003281077,1263029213
688,2024-02-03_02:04:20,1706925861 ,1706925860841304,1706925860840 ,1706925860841 ,2299,525878840,1,-5.00E-05,1.6110346402e-06,0.000344526,0.000217161,-0.000171333,-0.000929289,1550282866
689,2024-02-03_02:04:20,1706925861 ,1706925860851399,1706925860850 ,1706925860851 ,2299,525878850,1,-1.72E-05,7.9292380128e-06,0.000336536,-0.001019035,-0.000201068,-0.000630563,3602003804
690,2024-02-03_02:04:20,1706925861 ,1706925860861437,1706925860860 ,1706925860861 ,2299,525878860,2,-4.35E-05,-6.37E-05,0.000714619,-0.003674096,-0.001192907,-0.003655325,1485479814
691,2024-02-03_02:04:20,1706925861 ,1706925860871360,1706925860870 ,1706925860871 ,2299,525878870,1,-1.29E-05,-6.43E-05,0.000365548,-0.002470858,-2.97E-05,0.000240476,3400981991
692,2024-02-03_02:04:20,1706925861 ,1706925860881383,1706925860880 ,1706925860881 ,2299,525878880,1,-3.57E-05,-6.69E-05,0.00036737,-0.002143717,-0.000125131,-0.000175002,1571712903
693,2024-02-03_02:04:20,1706925861 ,1706925860891340,1706925860890 ,1706925860891 ,2299,525878890,1,-4.28E-05,-6.72E-05,0.000372661,-0.002442618,-0.000401716,-0.000823772,3446868834
694,2024-02-03_02:04:20,1706925861 ,1706925860902114,1706925860900 ,1706925860902 ,2299,525878900,2,-5.19E-05,-8.86E-05,0.000736771,-0.006913424,0.000491733,-0.002196464,666375456
695,2024-02-03_02:04:20,1706925861 ,1706925860911290,1706925860910 ,1706925860911 ,2299,525878910,1,4.2818502211e-06,-3.99E-05,0.000372753,-0.003820966,-0.001485034,-0.00159888,3894896094
696,2024-02-03_02:04:20,1706925861 ,1706925860920563,1706925860920 ,1706925860921 ,2299,525878920,1,1.51851620033e-05,-3.03E-05,0.000370407,-0.003745463,-0.000588588,-0.000244243,1343654820
697,2024-02-03_02:04:20,1706925861 ,1706925860930598,1706925860930 ,1706925860931 ,2299,525878930,1,9.6410220818e-06,-8.00E-06,0.000363824,-0.003947143,0.000310987,0.000461142,1402269636
698,2024-02-03_02:04:20,1706925861 ,1706925860940682,1706925860940 ,1706925860941 ,2299,525878940,2,-2.65E-05,5.10002062312e-05,0.000715584,-0.007892443,-0.001280393,-0.001815532,345182911
699,2024-02-03_02:04:20,1706925861 ,1706925860950919,1706925860950 ,1706925860951 ,2299,525878950,1,3.86262363738e-05,6.24010202963e-05,0.000341211,-0.003550869,-0.000919001,-0.000371024,1274408271
700,2024-02-03_02:04:20,1706925861 ,1706925860960583,1706925860960 ,1706925860961 ,2299,525878960,1,4.85680950541e-05,7.04694474806e-05,0.000338254,-0.00424886,-0.000808796,-0.000327693,4062047910
701,2024-02-03_02:04:20,1706925861 ,1706925860970699,1706925860970 ,1706925860971 ,2299,525878970,1,3.86561140064e-05,5.70200447361e-05,0.000346017,-0.004084212,0.000732615,0.000458643,1908402402
702,2024-02-03_02:04:20,1706925861 ,1706925860981302,1706925860980 ,1706925860981 ,2299,525878980,2,3.16795649833e-05,9.90136451903e-05,0.000687861,-0.00647841,-0.002005287,-0.00093292,191474079
703,2024-02-03_02:04:20,1706925861 ,1706925860991345,1706925860990 ,1706925860991 ,2299,525878990,1,7.86720141748e-05,4.30016976686e-05,0.000340945,-0.00265303,-0.000317108,0.000184732,3467572189
704,2024-02-03_02:04:21,1706925861 ,1706925861003904,1706925861000 ,1706925861004 ,2299,525879000,1,8.92326086558e-05,6.54540053897e-05,0.000332055,-0.002911786,-0.000903017,-0.000513165,3224313369
705,2024-02-03_02:04:21,1706925861 ,1706925861012045,1706925861010 ,1706925861012 ,2299,525879010,1,0.000113995,6.0590396715000004e-05,0.000331834,-0.003537144,-6.23E-05,-0.00026199,2606017056
706,2024-02-03_02:04:21,1706925861 ,1706925861021395,1706925861020 ,1706925861021 ,2299,525879020,2,0.0002077,4.34704357473e-05,0.000684833,-0.006757652,-0.00078278,0.000163508,1618066158
707,2024-02-03_02:04:21,1706925861 ,1706925861031391,1706925861030 ,1706925861031 ,2299,525879030,1,0.000122934,1.90097598641e-05,0.000340291,-0.002559159,-0.000111789,0.000530024,1445633943
708,2024-02-03_02:04:21,1706925861 ,1706925861041361,1706925861040 ,1706925861041 ,2299,525879040,1,9.09345632001e-05,3.9894647818999997e-05,0.000341472,-0.001589361,-0.000452042,2.27575114931e-05,3411377373
709,2024-02-03_02:04:21,1706925861 ,1706925861051502,1706925861050 ,1706925861052 ,2299,525879050,1,0.000113983,5.94809233749e-05,0.000343271,-0.00184082,-0.000201962,0.000389081,2358677581
710,2024-02-03_02:04:21,1706925861 ,1706925861061306,1706925861060 ,1706925861061 ,2299,525879060,2,0.000274832,9.87631183173e-05,0.000709425,-0.006783185,-0.001263357,0.000128145,3450593390
711,2024-02-03_02:04:21,1706925861 ,1706925861070620,1706925861070 ,1706925861071 ,2299,525879070,1,0.000136748,2.87999180705e-05,0.000372527,-0.001752592,-0.000380602,0.000563352,2940877701
712,2024-02-03_02:04:21,1706925861 ,1706925861080628,1706925861080 ,1706925861081 ,2299,525879080,1,0.000111605,6.62505079125e-05,0.000370254,-0.001289326,-0.000147618,0.000737197,2991834415
713,2024-02-03_02:04:21,1706925861 ,1706925861090802,1706925861090 ,1706925861091 ,2299,525879090,1,0.000130033,9.29219114733e-05,0.000371014,-0.001754301,-0.00042547,0.000357771,2441826583
